Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference
[OVER]	GO:0005838	proteasome regulatory particle	CELLULAR_COMPONENT	0.02150119242483281	3.648655833314991E-4	4	32	365	38620
[OVER]	GO:0022624	proteasome accessory complex	CELLULAR_COMPONENT	0.02150119242483281	3.648655833314991E-4	4	32	365	38620
[OVER]	GO:0006397	mRNA processing	BIOLOGICAL_PROCESS	0.022182063677135724	3.802145887501322E-4	10	271	359	38381
[OVER]	GO:0071013	catalytic step 2 spliceosome	CELLULAR_COMPONENT	0.022182063677135724	3.817589488302333E-4	5	60	364	38592
[OVER]	GO:0030163	protein catabolic process	BIOLOGICAL_PROCESS	0.02506183347492031	4.34336745744196E-4	14	499	355	38153
[OVER]	GO:0097525	spliceosomal snRNP complex	CELLULAR_COMPONENT	0.02661032710864317	4.7078085027928103E-4	5	63	364	38589
[OVER]	GO:0030532	small nuclear ribonucleoprotein complex	CELLULAR_COMPONENT	0.02661032710864317	4.7078085027928103E-4	5	63	364	38589
[OVER]	GO:0044265	cellular macromolecule catabolic process	BIOLOGICAL_PROCESS	0.02661032710864317	4.694600204199247E-4	16	626	353	38026
[OVER]	GO:0009266	response to temperature stimulus	BIOLOGICAL_PROCESS	0.02719076313840329	4.843221740863746E-4	8	182	361	38470
[OVER]	GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	BIOLOGICAL_PROCESS	0.02844202066594567	5.16878700271729E-4	3	14	366	38638
[OVER]	GO:0006558	L-phenylalanine metabolic process	BIOLOGICAL_PROCESS	0.02844202066594567	5.16878700271729E-4	3	14	366	38638
[OVER]	GO:0004707	MAP kinase activity	MOLECULAR_FUNCTION	0.02844202066594567	5.16878700271729E-4	3	14	366	38638
[OVER]	GO:0065003	protein-containing complex assembly	BIOLOGICAL_PROCESS	0.02897622080791543	5.348976764382094E-4	14	510	355	38142
[OVER]	GO:0000398	mRNA splicing, via spliceosome	BIOLOGICAL_PROCESS	0.02897622080791543	5.370487428594267E-4	8	185	361	38467
[OVER]	GO:0022607	cellular component assembly	BIOLOGICAL_PROCESS	0.02897622080791543	5.357284198545475E-4	17	698	352	37954
[OVER]	GO:0006520	cellular amino acid metabolic process	BIOLOGICAL_PROCESS	0.029348675931298848	5.474840256771358E-4	11	338	358	38314
[OVER]	GO:0042255	ribosome assembly	BIOLOGICAL_PROCESS	0.03258842818946907	6.127370268272775E-4	5	67	364	38585
[OVER]	GO:1901615	organic hydroxy compound metabolic process	BIOLOGICAL_PROCESS	0.03258842818946907	6.157640180222222E-4	10	289	359	38363
[OVER]	GO:0120114	Sm-like protein family complex	CELLULAR_COMPONENT	0.034327251829404784	6.527507268077934E-4	5	68	364	38584
[OVER]	GO:0035639	purine ribonucleoside triphosphate binding	MOLECULAR_FUNCTION	0.036323690778618134	6.950856702130562E-4	40	2434	329	36218
[OVER]	GO:0008380	RNA splicing	BIOLOGICAL_PROCESS	0.037349150243346355	7.192037596504293E-4	9	243	360	38409
[OVER]	GO:0016070	RNA metabolic process	BIOLOGICAL_PROCESS	0.03968825405926517	7.690226144592239E-4	48	3108	321	35544
[OVER]	GO:0016840	carbon-nitrogen lyase activity	MOLECULAR_FUNCTION	0.04063863446511916	7.923286536706347E-4	4	40	365	38612
[OVER]	GO:0009526	plastid envelope	CELLULAR_COMPONENT	0.04140803872800531	8.123131920405422E-4	13	472	356	38180
[OVER]	GO:1905037	autophagosome organization	BIOLOGICAL_PROCESS	0.04196516435738236	8.484953197785818E-4	3	17	366	38635
[OVER]	GO:0005682	U5 snRNP	CELLULAR_COMPONENT	0.04196516435738236	8.484953197785818E-4	3	17	366	38635
[OVER]	GO:0005685	U1 snRNP	CELLULAR_COMPONENT	0.04196516435738236	8.484953197785818E-4	3	17	366	38635
[OVER]	GO:0009644	response to high light intensity	BIOLOGICAL_PROCESS	0.04196516435738236	8.484953197785818E-4	3	17	366	38635
[OVER]	GO:0000045	autophagosome assembly	BIOLOGICAL_PROCESS	0.04196516435738236	8.484953197785818E-4	3	17	366	38635
[OVER]	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BIOLOGICAL_PROCESS	0.042034135937827004	8.748181255015629E-4	8	200	361	38452
[OVER]	GO:0000375	RNA splicing, via transesterification reactions	BIOLOGICAL_PROCESS	0.042034135937827004	8.748181255015629E-4	8	200	361	38452
[OVER]	GO:1905156	negative regulation of photosynthesis	BIOLOGICAL_PROCESS	0.042034135937827004	8.751841999330933E-4	2	3	367	38649
[OVER]	GO:0034513	box H/ACA snoRNA binding	MOLECULAR_FUNCTION	0.042034135937827004	8.751841999330933E-4	2	3	367	38649
[OVER]	GO:0043066	negative regulation of apoptotic process	BIOLOGICAL_PROCESS	0.042034135937827004	8.751841999330933E-4	2	3	367	38649
[OVER]	GO:0016887	ATPase	MOLECULAR_FUNCTION	0.04246031903509363	8.903062278602558E-4	16	666	353	37986
[OVER]	GO:0003729	mRNA binding	MOLECULAR_FUNCTION	0.04246031903509363	8.942779914720648E-4	10	304	359	38348
[OVER]	GO:0000165	MAPK cascade	BIOLOGICAL_PROCESS	0.04640771079660323	9.830012155737356E-4	3	18	366	38634
[OVER]	GO:0140534	endoplasmic reticulum protein-containing complex	CELLULAR_COMPONENT	0.04647451687125517	9.900095662789946E-4	5	75	364	38577
[OVER]	GO:0016491	oxidoreductase activity	MOLECULAR_FUNCTION	0.048377644623238195	0.0010363726974288601	34	2003	335	36649
