gene_id,B_111_readcount,B_CON_readcount,log2FoldChange,pval,padj
Cluster-15354.60731,15.76628615,148.866506,-3.2391,4.89E-08,8.52E-05
Cluster-15354.23955,344.0268547,68.79944359,2.3221,5.37E-08,9.29E-05
Cluster-15354.25620,0.841446191,47.69575537,-5.8248,5.95E-08,0.00010191
Cluster-15354.47333,477.4482102,111.4506422,2.0989,5.99E-08,0.00010191
Cluster-15354.82386,23.34403234,165.4257275,-2.8251,6.30E-08,0.00010636
Cluster-15354.20378,3.793492871,72.84427291,-4.2632,6.41E-08,0.00010732
Cluster-15354.121616,0,33.33887282,#NAME?,6.58E-08,0.00010924
Cluster-15354.132954,43.78914331,0,Inf,7.05E-08,0.00011586
Cluster-15354.145367,9.850091999,107.673165,-3.4504,7.09E-08,0.00011586
Cluster-15354.58961,4697.301134,1268.590297,1.8886,7.60E-08,0.00012328
Cluster-15354.104448,139.7066314,0,Inf,8.12E-08,0.00013057
Cluster-15354.68515,328.5415998,1119.226773,-1.7684,8.30E-08,0.00013235
Cluster-15354.85341,1252.634094,340.3910004,1.8797,8.35E-08,0.00013235
Cluster-46783.1,42.70390278,0,Inf,1.10E-07,0.0001725
Cluster-15354.122239,974.873725,4188.533885,-2.1032,1.12E-07,0.00017399
Cluster-15354.14189,9.119077614,101.4149204,-3.4752,1.12E-07,0.00017399
Cluster-15354.127625,410.4116029,98.65487156,2.0566,1.19E-07,0.00018162
Cluster-15354.129010,0,31.85419014,#NAME?,1.19E-07,0.00018162
Cluster-15354.46576,101.1826097,427.4512801,-2.0788,1.20E-07,0.00018181
Cluster-15354.100781,0,31.44421283,#NAME?,1.26E-07,0.00018521
Cluster-15354.102267,135.5443274,10.37524381,3.7075,1.24E-07,0.00018521
Cluster-15354.125281,0,31.55777406,#NAME?,1.24E-07,0.00018521
Cluster-15354.148169,13.67828852,122.892568,-3.1674,1.27E-07,0.00018521
Cluster-15354.57756,50.05275924,0,Inf,1.26E-07,0.00018521
Cluster-15354.42735,67.27248208,386.2739539,-2.5215,1.33E-07,0.000193
Cluster-15354.82017,276.3922268,938.7735664,-1.7641,1.37E-07,0.00019708
Cluster-15354.73205,0,31.33854581,#NAME?,1.46E-07,0.00020829
Cluster-15354.22704,70.76883391,345.0227386,-2.2855,1.67E-07,0.0002379
Cluster-15354.96163,813.8750519,232.1103794,1.81,1.70E-07,0.00024046
Cluster-15354.62914,72.511517,0,Inf,1.74E-07,0.00024356
Cluster-15354.79441,176.9641955,651.3917999,-1.8801,1.81E-07,0.0002516
Cluster-15354.61106,2929.562011,635.8155344,2.204,1.91E-07,0.00026372
Cluster-15354.104176,316.3392935,1068.368994,-1.7559,1.99E-07,0.00027393
Cluster-15354.80709,23.66801488,156.5355695,-2.7255,2.09E-07,0.00028305
Cluster-15354.85560,345.6650257,1118.688716,-1.6944,2.08E-07,0.00028305
Cluster-15354.83029,485.5145372,3287.617499,-2.7595,2.13E-07,0.0002866
Cluster-15354.143060,164.0082559,24.19853914,2.7608,2.19E-07,0.00028999
Cluster-15354.78938,1627.871514,513.2373127,1.6653,2.18E-07,0.00028999
Cluster-15354.82327,1210.57509,328.0035004,1.8839,2.18E-07,0.00028999
Cluster-15354.38801,229.6992185,42.99938122,2.4174,2.28E-07,0.00029914
Cluster-15354.91015,98.42405258,0,Inf,2.42E-07,0.0003154
Cluster-15354.146712,148.0660331,549.5162208,-1.8919,2.51E-07,0.00032586
Cluster-44147.0,0,31.04298063,#NAME?,2.72E-07,0.00035067
Cluster-15354.121507,11.78255865,110.406215,-3.2281,2.75E-07,0.00035272
Cluster-15354.150046,122.8195564,473.3063236,-1.9462,2.83E-07,0.00036058
Cluster-15354.76455,116.8185668,13.11555856,3.1549,2.95E-07,0.0003727
Cluster-15354.36513,28.65290069,174.8187944,-2.6091,2.97E-07,0.00037348
Cluster-15354.37051,285.3319655,43.43093138,2.7158,3.02E-07,0.00037742
Cluster-15354.105285,36.75806333,201.3556944,-2.4536,3.05E-07,0.00037865
Cluster-15354.89271,3678.010646,1200.012371,1.6159,3.07E-07,0.00037865
Cluster-15354.89272,2014.973157,496.3404255,2.0214,3.18E-07,0.00039102
Cluster-15354.10543,39.22421825,0,Inf,3.31E-07,0.00040363
Cluster-15354.108597,2.559042221,56.678708,-4.4691,3.70E-07,0.00044921
Cluster-15354.82146,158.7079057,14.9610621,3.4071,3.92E-07,0.00047274
Cluster-15354.48325,0,28.76292155,#NAME?,3.99E-07,0.00047872
Cluster-15354.114225,50.71803902,247.9026989,-2.2892,4.02E-07,0.00047914
Cluster-15354.78560,4090.44403,1267.547361,1.6902,4.04E-07,0.00047914
Cluster-15354.145487,150.277547,548.6533944,-1.8683,4.39E-07,0.00051718
Cluster-15354.118011,1.472530835,48.24970124,-5.0342,4.44E-07,0.00052061
Cluster-15354.12730,65.10937134,2.982193079,4.4484,4.57E-07,0.00052948
Cluster-15354.97080,227.1408239,789.219182,-1.7968,4.57E-07,0.00052948
Cluster-15354.36521,3.670410998,64.53838359,-4.1361,4.61E-07,0.00053149
Cluster-15354.81744,243.2194752,808.3137981,-1.7327,4.74E-07,0.00054394
Cluster-15354.84802,9.413751057,94.51782459,-3.3277,4.78E-07,0.00054484
Cluster-15354.104132,277.0307799,897.0091351,-1.6951,5.00E-07,0.00056673
Cluster-15354.102448,394.7685376,1251.980445,-1.6651,5.09E-07,0.0005741
Cluster-15354.113797,25.18789943,240.1304415,-3.253,5.22E-07,0.00058518
Cluster-15354.112971,7.98868047,87.72124084,-3.4569,5.28E-07,0.00058892
Cluster-15354.128323,476.0435045,127.71452,1.8982,5.57E-07,0.00061536
Cluster-15354.58068,225.2593428,45.81450787,2.2977,5.56E-07,0.00061536
Cluster-33965.1,117.681886,14.3500209,3.0358,5.86E-07,0.00064402
Cluster-15354.71219,29.15183615,343.1482731,-3.5572,6.38E-07,0.00069686
Cluster-15354.147784,2.38448287,54.52185086,-4.5151,6.48E-07,0.00070375
Cluster-15354.81888,1.47368682,45.91268379,-4.9614,6.58E-07,0.00071097
Cluster-15354.17233,0,51.4329582,#NAME?,7.13E-07,0.0007643
Cluster-15354.23698,110.9709851,666.7914924,-2.5871,7.18E-07,0.0007643
Cluster-15354.81376,707.2874891,211.015755,1.7449,7.16E-07,0.0007643
Cluster-15354.96971,25.75463513,157.7275554,-2.6145,7.40E-07,0.00078313
Cluster-15354.97614,127.3271176,539.6911559,-2.0836,7.55E-07,0.00079552
Cluster-15354.79470,793.4017712,239.9705922,1.7252,7.64E-07,0.00080049
Cluster-15354.96298,109.5989001,408.1092674,-1.8967,7.72E-07,0.00080545
Cluster-15354.125233,0,34.44712785,#NAME?,7.91E-07,0.00082032
Cluster-15354.93907,370.3008718,93.62516785,1.9837,8.05E-07,0.00083131
Cluster-15354.137341,0,28.82965759,#NAME?,8.27E-07,0.0008495
Cluster-15354.13469,142.7538033,507.4365,-1.8297,8.97E-07,0.00091693
Cluster-15354.67002,0,36.83437897,#NAME?,9.03E-07,0.00091835
Cluster-15354.63581,1059.467837,346.4454051,1.6126,9.41E-07,0.00095231
Cluster-15354.5366,100.0001366,0.99406436,6.6524,9.56E-07,0.00096351
Cluster-15354.11072,1925.140559,0,Inf,9.82E-07,0.00098425
Cluster-15354.117639,2411.390112,450.7208241,2.4196,1.01E-06,0.0010052
Cluster-15354.30807,43.20585512,228.0276517,-2.3999,1.01E-06,0.0010071
Cluster-15354.19678,57.58045438,259.9855807,-2.1748,1.06E-06,0.0010442
Cluster-15354.15821,0,26.43944578,#NAME?,1.06E-06,0.0010473
Cluster-15354.145370,26.84621319,230.7170509,-3.1033,1.12E-06,0.0010941
Cluster-15354.106940,35.02204564,0,Inf,1.29E-06,0.0012523
Cluster-15354.109400,282.0177564,64.98374641,2.1176,1.31E-06,0.0012675
Cluster-15354.36507,22.46156164,189.7789609,-3.0788,1.32E-06,0.0012743
Cluster-15354.79429,199.1583595,660.8243301,-1.7304,1.41E-06,0.0013585
Cluster-15354.139859,13.03796433,103.4811325,-2.9886,1.43E-06,0.0013666
Cluster-15354.108305,34.63470624,0,Inf,1.44E-06,0.0013755
Cluster-15354.113789,57.99770958,250.7685517,-2.1123,1.48E-06,0.0014017
Cluster-15354.86899,148.2729925,499.8200014,-1.7532,1.62E-06,0.0015292
Cluster-15354.27594,1253.361467,425.6537635,1.5581,1.63E-06,0.0015295
Cluster-15354.27784,65.21336741,268.5033364,-2.0417,1.64E-06,0.0015345
Cluster-15354.89199,594.8161242,1689.866638,-1.5064,1.67E-06,0.0015571
Cluster-15354.31002,234.041837,730.6751966,-1.6425,1.75E-06,0.0016215
Cluster-15354.112965,164.1854552,548.174748,-1.7393,1.82E-06,0.001675
Cluster-15354.131694,3.199366409,55.57686683,-4.1186,1.82E-06,0.001675
Cluster-15354.78600,204.0591714,662.8210796,-1.6996,1.87E-06,0.0017065
Cluster-15354.84404,571.636862,171.3837843,1.7379,1.87E-06,0.0017065
Cluster-15354.68819,255.3626225,37.78718109,2.7566,1.91E-06,0.0017354
Cluster-15354.57157,63.85976218,400.3643275,-2.6483,1.96E-06,0.001771
Cluster-15354.47143,27.02709341,151.5667727,-2.4875,1.98E-06,0.0017757
Cluster-15354.77405,1185.000294,373.5720871,1.6654,1.99E-06,0.0017798
Cluster-15354.89564,228.0522673,918.088282,-2.0093,2.03E-06,0.0018089
Cluster-15354.130947,150.9429009,509.9784454,-1.7564,2.05E-06,0.0018167
Cluster-15354.100306,0,30.14000907,#NAME?,2.06E-06,0.0018217
Cluster-15354.121982,47.87643248,1.377535309,5.1192,2.09E-06,0.0018404
Cluster-15354.69204,463.9123599,135.0414195,1.7805,2.10E-06,0.0018404
Cluster-15354.110448,0,39.10327232,#NAME?,2.23E-06,0.0019484
Cluster-15354.99485,0,91.5916098,#NAME?,2.26E-06,0.0019634
Cluster-36085.0,98.89355581,357.4325332,-1.8537,2.56E-06,0.0022129
Cluster-15354.65790,32.96050413,0,Inf,2.59E-06,0.0022344
Cluster-15354.78557,1201.19214,304.0058386,1.9823,2.62E-06,0.0022428
Cluster-15354.45591,87.32356415,0,Inf,2.72E-06,0.0023207
Cluster-15354.109620,10.09460792,98.70290316,-3.2895,2.79E-06,0.0023725
Cluster-15354.142081,0,24.16472333,#NAME?,2.86E-06,0.002421
Cluster-15354.44618,92.37113441,337.4690401,-1.8692,2.97E-06,0.0025086
Cluster-45263.4,50.21406181,1.777690269,4.82,3.00E-06,0.0025219
Cluster-15354.90608,271.6776321,831.831881,-1.6144,3.08E-06,0.0025758
Cluster-15354.10669,0.945499697,36.32214313,-5.2636,3.12E-06,0.0025962
Cluster-15354.144854,19.42971214,123.6879444,-2.6704,3.13E-06,0.0025962
Cluster-15354.97896,367.4894356,97.97202383,1.9073,3.44E-06,0.0028413
Cluster-15354.27783,42.12720596,229.1325381,-2.4434,3.47E-06,0.0028603
Cluster-15354.74699,31.42170608,155.6157322,-2.3082,3.66E-06,0.0030058
Cluster-15354.49498,89.65381476,327.2435046,-1.8679,4.14E-06,0.003384
Cluster-15354.123224,158.9812388,22.91120104,2.7947,4.21E-06,0.0034282
Cluster-15354.56897,2.456144699,48.49992157,-4.3035,4.24E-06,0.0034351
Cluster-15354.51216,327.6164234,1494.414396,-2.1895,4.26E-06,0.0034379
Cluster-15354.134697,41.93499556,190.5056653,-2.1836,4.31E-06,0.0034588
Cluster-15354.31377,0,23.12446322,#NAME?,4.33E-06,0.0034588
Cluster-15354.9463,0,23.1283195,#NAME?,4.33E-06,0.0034588
Cluster-15354.82365,2171.465097,796.189351,1.4475,4.49E-06,0.0035709
Cluster-15354.70899,4.705444906,61.70805327,-3.7131,4.57E-06,0.0036178
Cluster-15354.68570,84.89017794,8.344775623,3.3467,4.68E-06,0.0036936
Cluster-15354.100805,31.06323297,0,Inf,4.79E-06,0.0037565
Cluster-15354.115558,31.04717238,0,Inf,4.81E-06,0.0037565
Cluster-15354.138239,176.699258,21.63484703,3.0299,4.81E-06,0.0037565
Cluster-15354.82310,965.599035,331.4180916,1.5428,4.84E-06,0.0037587
Cluster-15354.35681,242.8806705,48.64618156,2.3198,4.87E-06,0.003769
Cluster-15354.36519,21.30096992,126.5330306,-2.5705,4.89E-06,0.0037708
Cluster-15354.84883,1053.048565,2900.150843,-1.4616,4.95E-06,0.0038021
Cluster-15354.97334,52.46346848,0,Inf,4.96E-06,0.0038021
Cluster-15354.137404,65.92534509,259.4459351,-1.9765,5.06E-06,0.0038079
Cluster-15354.73280,90.57400606,327.5231969,-1.8544,5.02E-06,0.0038079
Cluster-15354.87120,435.4633359,1213.851181,-1.479,5.03E-06,0.0038079
Cluster-34796.1,8.345169487,77.03334473,-3.2065,5.04E-06,0.0038079
Cluster-45263.1,30.98480753,0,Inf,5.06E-06,0.0038079
Cluster-15354.53716,374.4948543,85.01241065,2.1392,5.12E-06,0.0038371
Cluster-15354.101701,354.0139494,99.59470899,1.8297,5.25E-06,0.0039205
Cluster-15354.89674,103.4082742,13.33267701,2.9553,5.30E-06,0.0039446
Cluster-15354.131121,0,22.49270008,#NAME?,5.42E-06,0.0040164
Cluster-15354.63711,195.0285295,601.9816372,-1.626,5.96E-06,0.0044037
Cluster-15354.76407,106.8597973,15.06435318,2.8265,5.99E-06,0.0044067
Cluster-15354.142383,62.61498927,252.390789,-2.0111,6.09E-06,0.0044487
Cluster-15354.69262,611.3171879,129.3314606,2.2408,6.11E-06,0.0044487
Cluster-15354.78479,1940.17432,5714.89963,-1.5585,6.09E-06,0.0044487
Cluster-15354.37135,0,22.22086222,#NAME?,6.47E-06,0.0046805
Cluster-15354.9015,0,48.36837763,#NAME?,6.47E-06,0.0046805
Cluster-15354.57459,29.95593052,0,Inf,6.64E-06,0.0047826
Cluster-15354.58736,367.7351075,101.388414,1.8588,6.87E-06,0.0049352
Cluster-15354.128324,199.4180263,47.05430685,2.0834,6.93E-06,0.0049589
Cluster-41339.5,29.9567012,0,Inf,6.98E-06,0.0049768
Cluster-15354.56444,273.4479765,71.81109592,1.929,7.02E-06,0.0049868
Cluster-15354.83028,973.5255223,2791.852899,-1.5199,7.07E-06,0.0050093
Cluster-15354.44896,187.7170249,42.57523281,2.1405,7.25E-06,0.0050882
Cluster-15354.47027,1.964915759,41.7176459,-4.4081,7.25E-06,0.0050882
Cluster-15354.84113,162.6432383,508.4440166,-1.6444,7.26E-06,0.0050882
Cluster-15354.107053,337.016902,65.7114912,2.3586,7.41E-06,0.0051491
Cluster-15354.57958,41.04499058,605.1321206,-3.882,7.40E-06,0.0051491
Cluster-15354.79045,2379.024767,6584.589294,-1.4687,7.44E-06,0.0051491
Cluster-42203.0,5.390261563,63.39868868,-3.556,7.43E-06,0.0051491
Cluster-15354.118994,308.3961715,85.69826375,1.8474,7.87E-06,0.0054152
Cluster-15354.85465,79.88077088,343.901447,-2.1061,7.88E-06,0.0054152
Cluster-15354.102268,62.44270112,4.705345594,3.7302,7.96E-06,0.0054512
Cluster-15354.55110,321.4687905,84.61113378,1.9258,8.02E-06,0.0054726
Cluster-15354.33805,126.655566,21.21248978,2.5779,8.22E-06,0.0055931
Cluster-54072.7,16.33549778,106.7848124,-2.7086,8.27E-06,0.0056063
Cluster-15354.59875,27.5831057,143.5943023,-2.3801,8.43E-06,0.0056999
Cluster-15354.87315,806.3647706,278.9271519,1.5315,8.48E-06,0.0057109
Cluster-15354.113813,57.83074195,230.0192336,-1.9918,8.56E-06,0.0057462
Cluster-15354.77830,1912.507725,5173.275546,-1.4356,8.65E-06,0.0057878
Cluster-15354.125660,78.06461416,8.63092156,3.1771,8.72E-06,0.0058219
Cluster-45774.2,29.26891676,0,Inf,8.95E-06,0.0059568
Cluster-34428.0,13.27478199,200.9160683,-3.9198,9.04E-06,0.0059964
Cluster-15354.90443,0,314.5603725,#NAME?,9.30E-06,0.0061496
Cluster-15354.8530,29.13005308,0,Inf,9.45E-06,0.0062265
Cluster-15354.104508,331.2134839,947.1319469,-1.5158,9.73E-06,0.0063743
Cluster-15354.40762,0,21.28774947,#NAME?,9.74E-06,0.0063743
Cluster-15354.67552,240.7080905,58.6418107,2.0373,9.79E-06,0.0063923
Cluster-15354.102340,32.15028529,159.2793374,-2.3087,9.92E-06,0.0064357
Cluster-15354.64369,11.74296062,87.44774098,-2.8966,9.91E-06,0.0064357
Cluster-15354.47323,0,21.11323663,#NAME?,9.96E-06,0.0064383
Cluster-15354.22204,5.157903869,57.91509848,-3.4891,1.00E-05,0.0064722
Cluster-15354.88946,411.5767527,2152.696132,-2.3869,1.02E-05,0.0065618
Cluster-15354.81935,509.157662,166.691585,1.6109,1.03E-05,0.006587
Cluster-15354.61514,6.803231359,68.10986337,-3.3236,1.05E-05,0.0066873
Cluster-15354.130808,28.64817022,0,Inf,1.07E-05,0.0068064
Cluster-15354.339,13.54013807,94.67058294,-2.8057,1.07E-05,0.0068064
Cluster-15354.40903,24.59305972,137.0469908,-2.4783,1.11E-05,0.0069789
Cluster-15354.85086,770.4761989,250.2726365,1.6222,1.11E-05,0.0069789
Cluster-15354.93298,348.358766,60.90244654,2.516,1.10E-05,0.0069789
Cluster-15354.123143,42.88264326,185.6398042,-2.114,1.12E-05,0.0070107
Cluster-15354.74001,116.38926,16.36747971,2.8301,1.15E-05,0.0072116
Cluster-15354.31433,0.472749849,27.43395793,-5.8587,1.16E-05,0.0072208
Cluster-15354.75985,2178.987111,825.7912327,1.3998,1.16E-05,0.0072208
Cluster-15354.62018,3.365784765,51.35142162,-3.9314,1.27E-05,0.0078561
Cluster-15354.103409,6.618497882,64.99352409,-3.2957,1.29E-05,0.0079738
Cluster-15354.75877,62.21792681,5.0509628,3.6227,1.34E-05,0.0082489
Cluster-15354.11076,585.2894236,0,Inf,1.36E-05,0.008356
Cluster-15354.120233,0,20.81978124,#NAME?,1.38E-05,0.0084771
Cluster-15354.42274,259.9110526,53.99652114,2.2671,1.40E-05,0.0085728
Cluster-15354.38585,275.2521555,77.8092134,1.8227,1.41E-05,0.0085764
Cluster-15354.15337,17.7075496,107.6578244,-2.604,1.41E-05,0.0085769
