Gene_id,readcount_S_653,readcount_S_CON,log2FoldChange,pval,padj,Gene description,Gene name
Novel00168,540.3008203,991.7393939,-0.8762,0.00019371,0.0079234,--,PREDICTED: phospholipase DDHD2-like isoform X1 [Solanum tuberosum]>gi|565363670|ref|XP_006348556.1| PREDICTED: phospholipase DDHD2-like isoform X2 [Solanum tuberosum]>gi|565363672|ref|XP_006348557.1| PREDICTED: phospholipase DDHD2-like isoform X3 [Solanum tuberosum]>gi|565363674|ref|XP_006348558.1| PREDICTED: phospholipase DDHD2-like isoform X4 [Solanum tuberosum]>gi|565363676|ref|XP_006348559.1| PREDICTED: phospholipase DDHD2-like isoform X5 [Solanum tuberosum]
Novel00169,49.80326273,107.0789011,-1.1044,0.0012662,0.031244,--,PREDICTED: pentatricopeptide repeat-containing protein At2g01390-like isoform X1 [Solanum tuberosum]>gi|565402130|ref|XP_006366542.1| PREDICTED: pentatricopeptide repeat-containing protein At2g01390-like isoform X2 [Solanum tuberosum]
Novel00182,23.75356715,83.16212307,-1.8078,4.44E-06,0.00038942,--,transposase [Solanum demissum]
Novel00201,103.4142445,200.1543171,-0.95268,0.0010982,0.028262,--,PREDICTED: uncharacterized protein LOC105966882 [Erythranthe guttatus]
Novel00271,566.3903552,1015.888641,-0.84287,0.0003816,0.013093,--,PREDICTED: paladin-like isoform X2 [Solanum tuberosum]
Novel00301,322.0874002,543.8093863,-0.75565,0.0019841,0.043004,--,PREDICTED: uncharacterized protein LOC102580618 isoform X1 [Solanum tuberosum]>gi|565362335|ref|XP_006347903.1| PREDICTED: uncharacterized protein LOC102580618 isoform X2 [Solanum tuberosum]>gi|565362337|ref|XP_006347904.1| PREDICTED: uncharacterized protein LOC102580618 isoform X3 [Solanum tuberosum]>gi|565362339|ref|XP_006347905.1| PREDICTED: uncharacterized protein LOC102580618 isoform X4 [Solanum tuberosum]
Novel00312,56.96409846,185.5998974,-1.7041,2.50E-08,4.94E-06,--,PREDICTED: uncharacterized protein LOC102605341 isoform X1 [Solanum tuberosum]
Novel00326,680.9540571,393.0555834,0.79282,0.0011531,0.029192,--,PREDICTED: methyltransferase-like protein 16 homolog [Solanum lycopersicum]
Novel00329,9.45389841,43.81099663,-2.2123,2.18E-05,0.0013786,--,"PREDICTED: GDSL esterase/lipase At5g03980-like, partial [Solanum tuberosum]"
Novel00333,248.5732847,470.704465,-0.92115,0.00026629,0.009911,--,PREDICTED: ATP-dependent DNA helicase Q-like SIM-like isoform X5 [Solanum tuberosum]
Novel00335,97.0007329,246.5805117,-1.346,1.43E-06,0.00015446,--,PREDICTED: LOW QUALITY PROTEIN: phospholipase D p1 [Solanum lycopersicum]
Novel00341,72.8428322,161.6984258,-1.1504,0.00010403,0.0048789,--,PREDICTED: probable leucine-rich repeat receptor-like protein kinase At5g49770-like [Solanum tuberosum]
Novel00355,13.96239889,43.92449053,-1.6535,0.0011013,0.028298,--,"PREDICTED: (-)-camphene/tricyclene synthase, chloroplastic-like [Solanum tuberosum]"
Novel00357,5.215604086,46.43017144,-3.1542,8.32E-07,9.69E-05,--,"PREDICTED: (-)-camphene/tricyclene synthase, chloroplastic-like [Solanum tuberosum]"
Novel00358,142.8667107,608.4970562,-2.0906,1.88E-08,3.80E-06,--,"PREDICTED: (-)-camphene/tricyclene synthase, chloroplastic-like [Solanum tuberosum]"
Novel00366,92.71740702,190.7177743,-1.0405,0.0017421,0.039343,-//-,
Novel00374,15.67688236,58.06942154,-1.8891,2.47E-05,0.0015261,-//-,
Novel00406,117.1464377,260.0035385,-1.1502,3.77E-05,0.0021516,--,PREDICTED: zinc finger protein JACKDAW-like [Nicotiana sylvestris]
Novel00447,665.9902641,1085.755346,-0.70513,0.0022823,0.047329,--,PREDICTED: protein kinase and PP2C-like domain-containing protein-like isoform X2 [Solanum tuberosum]
Novel00472,27.33724141,101.5747678,-1.8936,2.63E-07,3.75E-05,--,PREDICTED: uncharacterized protein LOC102603319 [Solanum tuberosum]
Novel00473,8.568691389,39.66351412,-2.2107,5.46E-05,0.0028828,-//-,
Novel00497,1987.605302,5124.524969,-1.3664,1.21E-09,3.65E-07,--,PREDICTED: uncharacterized protein LOC102601920 isoform X1 [Solanum tuberosum]>gi|565399834|ref|XP_006365447.1| PREDICTED: uncharacterized protein LOC102601920 isoform X2 [Solanum tuberosum]
Novel00507,5498.699405,3131.117128,0.81241,0.00033017,0.011734,--,"hypothetical protein EUGRSUZ_J00924, partial [Eucalyptus grandis]"
Novel00508,99.4373992,247.0579488,-1.313,3.97E-06,0.00035449,--,PREDICTED: telomerase reverse transcriptase-like isoform X1 [Solanum tuberosum]
Novel00511,48.56718835,106.2426302,-1.1293,0.0011653,0.0294,--,PREDICTED: uncharacterized protein LOC102603779 [Solanum tuberosum]
Novel00541,8.274517199,34.84107484,-2.074,0.0002402,0.0092491,--,PREDICTED: poly(rC)-binding protein 1 [Solanum lycopersicum]
Novel00670,216.7788236,382.5224668,-0.81932,0.0013672,0.033056,--,PREDICTED: B3 domain-containing protein Os07g0679700-like isoform X2 [Solanum tuberosum]
Novel00691,837.4065132,1433.166436,-0.77521,0.00079327,0.022595,--,PREDICTED: E3 ubiquitin-protein ligase UBR2-like isoform X1 [Solanum tuberosum]
Novel00698,45.69327273,197.4770351,-2.1116,6.46E-12,3.67E-09,--,PREDICTED: LOW QUALITY PROTEIN: protein ROS1-like [Solanum lycopersicum]
Novel00775,188.1392067,437.5297798,-1.2176,2.00E-06,0.00020399,--,PREDICTED: replication protein A 70 kDa DNA-binding subunit B-like [Solanum tuberosum]
Novel00790,1061.705341,1860.077578,-0.80898,0.00023066,0.00897,--,PREDICTED: pyruvate decarboxylase 1-like [Solanum tuberosum]
Novel00819,274.3450292,595.184905,-1.1173,4.88E-06,0.00041832,--,hypothetical protein OsJ_01227 [Oryza sativa Japonica Group]
Novel00845,14.897405,110.5134479,-2.8911,6.10E-14,6.14E-11,--,PREDICTED: uncharacterized protein LOC101265700 [Solanum lycopersicum]
Novel00857,219.1828966,625.4982205,-1.5129,0.0024153,0.04916,--,PREDICTED: transcription elongation factor SPT5-like isoform X1 [Solanum tuberosum]
Novel00900,49.28384106,127.8763085,-1.3756,3.38E-05,0.0019958,--,PREDICTED: DNA (cytosine-5)-methyltransferase 1B-like [Solanum tuberosum]
Novel00920,42.10365763,87.6849622,-1.0584,0.002107,0.044875,--,PREDICTED: uncharacterized protein LOC102601973 isoform X1 [Solanum tuberosum]>gi|565381174|ref|XP_006356954.1| PREDICTED: uncharacterized protein LOC102601973 isoform X2 [Solanum tuberosum]>gi|565381176|ref|XP_006356955.1| PREDICTED: uncharacterized protein LOC102601973 isoform X3 [Solanum tuberosum]>gi|565381178|ref|XP_006356956.1| PREDICTED: uncharacterized protein LOC102601973 isoform X4 [Solanum tuberosum]>gi|565381180|ref|XP_006356957.1| PREDICTED: uncharacterized protein LOC102601973 isoform X5 [Solanum tuberosum]
Novel00924,1447.788008,2374.062408,-0.71351,0.0018262,0.040597,--,PREDICTED: chromatin structure-remodeling complex protein SYD-like isoform X1 [Solanum tuberosum]
Novel00943,396.1115943,669.0273247,-0.75616,0.0013493,0.032774,--,PREDICTED: DNA polymerase epsilon catalytic subunit A-like [Solanum tuberosum]
Novel00956,119.7267511,219.6709321,-0.8756,0.0014594,0.034691,--,PREDICTED: apoptosis-inducing factor homolog B-like [Solanum tuberosum]
Novel00997,130.8407429,320.0614949,-1.2905,2.02E-06,0.00020399,--,PREDICTED: cytochrome P450 83B1-like [Solanum lycopersicum]
Novel01030,55.18296201,146.3929772,-1.4076,4.91E-05,0.0026536,--,PREDICTED: MAP3K epsilon protein kinase isoform X1 [Solanum lycopersicum]
Novel01041,894.8845497,2421.806715,-1.4363,2.02E-06,0.00020399,--,"PREDICTED: K(+) efflux antiporter 3, chloroplastic-like isoform X1 [Solanum tuberosum]"
Novel01053,153.7847037,300.741267,-0.96761,0.0020279,0.043649,--,PREDICTED: protein NLP7-like isoform X1 [Solanum tuberosum]>gi|565375446|ref|XP_006354240.1| PREDICTED: protein NLP7-like isoform X2 [Solanum tuberosum]
Novel01055,9.889783783,35.36166837,-1.8382,0.00078583,0.022403,--,PREDICTED: proteasome-associated protein ECM29 homolog [Solanum tuberosum]
Novel01060,6.226812279,45.00620339,-2.8536,1.87E-07,2.82E-05,--,PREDICTED: cytochrome P450 716B2-like [Solanum tuberosum]
Novel01078,29.77201527,95.92589889,-1.688,3.00E-06,0.00028613,--,PREDICTED: putative disease resistance RPP13-like protein 1-like isoform X3 [Solanum tuberosum]
Novel01084,108.1125828,229.4569408,-1.0857,8.33E-05,0.0041058,--,PREDICTED: uncharacterized protein LOC102604569 [Solanum tuberosum]
Novel01096,49.49182393,141.5370372,-1.5159,3.15E-06,0.00029619,--,PREDICTED: uncharacterized protein LOC102585944 isoform X2 [Solanum tuberosum]
Novel01130,283.4519026,525.9780449,-0.8919,0.00033031,0.011734,--,PREDICTED: uncharacterized protein LOC102579760 isoform X1 [Solanum tuberosum]
Novel01140,32.20697978,71.76380881,-1.1559,0.0022782,0.047276,-//-,
Novel01170,421.8623903,216.7990488,0.96041,0.0021928,0.046055,--,PREDICTED: uncharacterized protein LOC102591330 [Solanum tuberosum]
Novel01187,204.6164674,58.6634845,1.8024,0.0010977,0.028262,--,PREDICTED: secoisolariciresinol dehydrogenase-like [Solanum tuberosum]
Novel01207,184.6727471,415.9120646,-1.1713,0.0012626,0.031186,--,"PREDICTED: TMV resistance protein N-like, partial [Solanum tuberosum]"
Novel01223,3792.942628,2114.14351,0.84324,0.00029353,0.01072,--,hypothetical protein MIMGU_mgv1a017298mg [Erythranthe guttata]
Novel01234,99.49159856,193.8533801,-0.96232,0.00084069,0.023516,--,PREDICTED: uncharacterized protein LOC102598401 [Solanum tuberosum]
Novel01255,49.39589286,102.2457757,-1.0496,0.0014413,0.034393,--,hypothetical protein SDM1_3t00007 [Solanum demissum]
Novel01257,14.94413835,44.95928381,-1.589,0.0010483,0.027434,--,PREDICTED: uncharacterized protein LOC101248883 [Solanum lycopersicum]
Novel01315,4.211480614,23.11761328,-2.4566,0.00047695,0.01532,--,PREDICTED: uncharacterized protein LOC102586371 [Solanum tuberosum]
Novel01316,0.25433492,12.74427889,-5.647,4.97E-05,0.0026749,--,PREDICTED: uncharacterized protein LOC102586371 [Solanum tuberosum]
Novel01399,14.42244295,48.92184849,-1.7622,0.00017127,0.0072381,-//-,
Novel01433,2.034679359,18.18115085,-3.1596,0.00026948,0.009999,-//-,
Novel01445,50.42066913,135.703594,-1.4284,1.12E-05,0.0007948,--,PREDICTED: deacetylvindoline O-acetyltransferase-like [Solanum tuberosum]
Novel01460,1353.85078,2184.164685,-0.69001,0.0022243,0.046497,--,PREDICTED: tetratricopeptide repeat protein 13-like [Solanum tuberosum]
Novel01462,2012.163029,1179.635255,0.77041,0.00047865,0.015343,--,PREDICTED: serine/threonine-protein kinase SRK2I-like [Solanum tuberosum]
Novel01497,68.95904291,194.2969267,-1.4945,3.79E-07,5.14E-05,--,PREDICTED: nucleoprotein TPR-like [Solanum tuberosum]
Novel01500,130.9472058,251.1914275,-0.9398,0.00079424,0.022602,--,PREDICTED: protein ROOT HAIR DEFECTIVE 3 homolog 2-like [Solanum tuberosum]
Novel01535,5466.359904,3183.103094,0.78015,0.0004309,0.014206,--,PREDICTED: cathepsin B-like [Solanum tuberosum]
Novel01563,799.2272467,1431.537107,-0.84089,0.00024425,0.009371,--,PREDICTED: protein MOR1-like [Solanum tuberosum]
Novel01607,2314.092687,3751.597352,-0.69706,0.0023257,0.047951,--,PREDICTED: BTB/POZ domain-containing protein At5g67385-like [Solanum tuberosum]
Novel01626,21.5928572,59.87288084,-1.4713,0.00047392,0.015274,--,PREDICTED: focadhesin-like isoform X3 [Solanum tuberosum]
Novel01627,6.05809674,49.89577415,-3.042,1.36E-05,0.00092897,--,PREDICTED: titin-like isoform X13 [Solanum tuberosum]
Novel01640,261.0104213,461.7689726,-0.82306,0.00098807,0.026227,--,PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Solanum lycopersicum]
Novel01751,226.3085428,419.5875751,-0.89068,0.0004604,0.014978,--,PREDICTED: uncharacterized aarF domain-containing protein kinase 1-like [Solanum tuberosum]
Novel01759,4.191751626,21.99261412,-2.3914,0.00061482,0.018474,--,PREDICTED: serine/threonine-protein kinase ATM-like [Solanum tuberosum]
Novel01785,253.7035778,477.3606026,-0.91194,0.00027308,0.010115,--,PREDICTED: carbon catabolite repressor protein 4 homolog 3-like isoform X3 [Solanum tuberosum]
Novel01806,63.38928566,243.2221948,-1.94,3.33E-11,1.57E-08,--,PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Nicotiana sylvestris]
Novel01816,32.477406,105.0103731,-1.693,3.39E-05,0.0019982,--,PREDICTED: uncharacterized protein LOC102595832 [Solanum tuberosum]
Novel01845,21.10429764,58.30436297,-1.4661,0.00056689,0.017385,-//-,
Novel01854,1178.737838,2150.035401,-0.86712,0.00013748,0.0061082,--,PREDICTED: probable galactinol--sucrose galactosyltransferase 2-like isoform X1 [Solanum tuberosum]>gi|565392275|ref|XP_006361830.1| PREDICTED: probable galactinol--sucrose galactosyltransferase 2-like isoform X2 [Solanum tuberosum]
Novel01882,34.41344042,88.40752562,-1.3612,0.00025004,0.0095219,--,PREDICTED: protein TRANSPARENT TESTA 12-like [Solanum tuberosum]
Novel01909,227.836606,465.0682694,-1.0294,0.00080729,0.022834,--,PREDICTED: cytochrome P450 71A2-like [Solanum tuberosum]
Novel01911,224.6188349,466.1229154,-1.0532,0.0016983,0.038863,--,"PREDICTED: (-)-camphene/tricyclene synthase, chloroplastic-like [Solanum tuberosum]"
Novel01919,285.1129199,723.4353416,-1.3433,4.13E-08,7.54E-06,--,PREDICTED: LON peptidase N-terminal domain and RING finger protein 1-like [Solanum tuberosum]
Novel01973,314.5311197,527.6296599,-0.74632,0.0024129,0.049155,--,PREDICTED: centromere-associated protein E-like isoform X2 [Solanum tuberosum]
Novel01983,47.31274894,99.18053527,-1.0678,0.0022229,0.046497,--,PREDICTED: putative late blight resistance protein homolog R1B-23-like [Solanum tuberosum]
Novel02004,1054.147139,564.788338,0.90029,6.22E-05,0.003217,--,PREDICTED: sodium/hydrogen exchanger 7-like [Solanum tuberosum]
Novel02053,524.6255515,1121.424413,-1.096,2.93E-06,0.0002812,--,PREDICTED: protein PHR1-LIKE 1-like isoform X1 [Solanum tuberosum]>gi|565346860|ref|XP_006340464.1| PREDICTED: protein PHR1-LIKE 1-like isoform X2 [Solanum tuberosum]
Novel02062,745.3196867,1510.715824,-1.0193,7.86E-06,0.00060076,--,PREDICTED: calmodulin-binding transcription activator 3-like [Solanum tuberosum]
Novel02106,356.8483198,607.213887,-0.76689,0.0013352,0.032488,--,PREDICTED: protein FAM91A1-like isoform X1 [Solanum tuberosum]>gi|565395342|ref|XP_006363300.1| PREDICTED: protein FAM91A1-like isoform X2 [Solanum tuberosum]>gi|565395344|ref|XP_006363301.1| PREDICTED: protein FAM91A1-like isoform X3 [Solanum tuberosum]>gi|565395346|ref|XP_006363302.1| PREDICTED: protein FAM91A1-like isoform X4 [Solanum tuberosum]>gi|565395348|ref|XP_006363303.1| PREDICTED: protein FAM91A1-like isoform X5 [Solanum tuberosum]
Novel02107,125.6023876,384.9070559,-1.6156,2.80E-06,0.00027039,--,PREDICTED: rhodanese-like domain-containing protein 6-like [Solanum tuberosum]
Novel02125,125.6836067,59.26120865,1.0846,0.0013014,0.031884,-//-,
Novel02135,107.4640354,524.5603407,-2.2873,2.45E-18,6.13E-15,--,PREDICTED: uncharacterized protein LOC102593697 [Solanum tuberosum]
Novel02136,1380.411595,3284.459801,-1.2506,3.11E-08,5.87E-06,--,PREDICTED: zinc finger CCCH domain-containing protein 53-like isoform X3 [Solanum tuberosum]
Novel02153,103.6100962,244.4816148,-1.2386,6.08E-05,0.0031559,--,PREDICTED: UPF0481 protein At3g47200-like [Solanum tuberosum]
Novel02158,1.324539431,32.5206832,-4.6178,1.08E-06,0.00012073,--,PREDICTED: uncharacterized protein LOC102592404 [Solanum tuberosum]
Novel02173,97.79930846,212.5831043,-1.1201,0.00012381,0.0056128,--,PREDICTED: uncharacterized protein LOC102595261 [Solanum tuberosum]
Novel02180,580.1508424,339.2643202,0.77402,0.0015683,0.036349,-//-,
Novel02195,43.76391232,128.98091,-1.5593,0.002318,0.047879,-//-,
Novel02216,80.58705813,192.2086881,-1.2541,2.12E-05,0.0013489,-//-,
Novel02246,1724.485919,3961.408139,-1.1998,3.75E-05,0.0021492,--,"PREDICTED: uncharacterized aarF domain-containing protein kinase At1g79600, chloroplastic-like isoform X1 [Solanum tuberosum]>gi|565376435|ref|XP_006354711.1| PREDICTED: uncharacterized aarF domain-containing protein kinase At1g79600, chloroplastic-like isoform X2 [Solanum tuberosum]"
Novel02249,68.52906896,133.7997998,-0.96529,0.0020193,0.043582,-//-,
Novel02252,222.3710967,554.3220931,-1.3178,1.26E-06,0.00013879,--,PREDICTED: uncharacterized protein LOC101246131 [Solanum lycopersicum]
Novel02263,268.3166507,136.140691,0.97884,0.00017799,0.0074814,--,PREDICTED: sucrose synthase-like [Nicotiana sylvestris]
Novel02272,522.6227757,976.0697327,-0.90121,0.00012957,0.00584,-//-,
Novel02303,42.90823288,108.8345681,-1.3428,6.01E-05,0.0031296,--,PREDICTED: glutamate receptor 2.9-like [Solanum tuberosum]
Novel02329,38.54217675,97.12850212,-1.3335,0.00086233,0.023886,--,PREDICTED: uncharacterized protein LOC104211602 [Nicotiana sylvestris]
Novel02346,112.0162918,260.3768775,-1.2169,9.83E-05,0.004672,-//-,
Novel02347,2216.007834,1336.371319,0.72964,0.0012119,0.03019,--,PREDICTED: T-complex protein 1 subunit epsilon-like [Solanum tuberosum]
Novel02363,356.9216469,882.7780892,-1.3064,4.41E-05,0.0024499,--,PREDICTED: ABC transporter G family member 32-like [Solanum tuberosum]
Novel02416,36.38244945,81.8658385,-1.17,0.001563,0.036297,--,PREDICTED: probable receptor-like protein kinase At5g18500 [Nicotiana sylvestris]
Novel02438,26.96800902,65.71613745,-1.285,0.0015038,0.035451,--,"PREDICTED: protein SUPPRESSOR OF npr1-1, CONSTITUTIVE 1-like [Solanum tuberosum]"
Novel02442,340.7051021,1178.210755,-1.79,3.08E-12,1.97E-09,--,PREDICTED: WAT1-related protein At1g70260-like [Solanum tuberosum]
Novel02466,1680.180932,2713.279654,-0.69142,0.0022304,0.046593,--,PREDICTED: protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein-like [Solanum tuberosum]
Novel02530,40.43207918,87.42362873,-1.1125,0.0021486,0.045463,--,PREDICTED: protein transport protein Sec24-like At4g32640-like [Solanum tuberosum]
Novel02543,15.11879472,56.62840142,-1.9052,1.66E-05,0.0010964,--,PREDICTED: putative late blight resistance protein homolog R1B-14-like [Solanum tuberosum]
Novel02546,5255.693328,3225.520832,0.70435,0.0020941,0.044643,-//-,
Novel02603,928.7185009,2090.911451,-1.1708,1.74E-07,2.63E-05,--,PREDICTED: copper transport protein CCH-like isoform X1 [Solanum tuberosum]>gi|565388882|ref|XP_006360196.1| PREDICTED: copper transport protein CCH-like isoform X2 [Solanum tuberosum]
Novel02616,124.55247,236.6744575,-0.92615,0.00096713,0.025759,--,PREDICTED: uncharacterized protein LOC102600450 [Solanum tuberosum]
Novel02633,155.1578984,750.6436739,-2.2744,7.35E-06,0.00056986,--,PREDICTED: clustered mitochondria protein-like [Solanum tuberosum]
Novel02692,58.87066414,201.9144901,-1.7781,4.82E-06,0.0004164,--,PREDICTED: helicase protein MOM1-like [Solanum tuberosum]
Novel02695,42.24555946,98.11916422,-1.2157,0.00058241,0.017723,--,PREDICTED: uncharacterized protein LOC104245031 [Nicotiana sylvestris]
Novel02698,543.4569696,1288.840331,-1.2458,5.86E-06,0.00047931,--,"PREDICTED: chaperone protein ClpB3, mitochondrial-like isoform X1 [Solanum tuberosum]>gi|565378980|ref|XP_006355922.1| PREDICTED: chaperone protein ClpB3, mitochondrial-like isoform X2 [Solanum tuberosum]"
Novel02709,16.89913916,49.39533672,-1.5474,0.00088846,0.024307,--,tospovirus resistance protein C [Solanum lycopersicum]
Novel02747,65.50022595,166.7472094,-1.3481,1.28E-05,0.00087988,--,PREDICTED: glutamate receptor 2.8-like [Solanum lycopersicum]>gi|357933565|dbj|BAL15049.1| glutamate receptor 2.2 [Solanum lycopersicum]
Novel02782,4729.061565,2467.052337,0.93877,3.57E-05,0.0020792,-//-,
Novel02815,17.23580765,196.6391921,-3.5121,1.03E-07,1.64E-05,--,"PREDICTED: LOW QUALITY PROTEIN: sesquiterpene synthase-like, partial [Solanum tuberosum]"
Novel02834,114.5431684,241.7300926,-1.0775,7.17E-05,0.0036372,--,PREDICTED: VIN3-like protein 2-like [Solanum tuberosum]
Novel02868,9.268680853,61.35408324,-2.7267,1.59E-08,3.31E-06,--,PREDICTED: uncharacterized protein LOC102586839 [Solanum tuberosum]
Novel02890,49.10441715,7.828000459,2.6491,4.94E-06,0.0004207,-//-,
Novel02894,621.6240555,281.8981509,1.1409,0.00010064,0.0047704,--,PREDICTED: flavonol synthase/flavanone 3-hydroxylase-like [Solanum lycopersicum]
Novel02898,18.23038202,49.47952027,-1.4405,0.0020194,0.043582,-//-,
Novel02904,43.63867373,96.45046923,-1.1442,0.0022897,0.04745,--,PREDICTED: myosin-2-like isoform X3 [Solanum lycopersicum]
Novel02909,7.115466337,27.24835935,-1.9371,0.0018787,0.041409,--,PREDICTED: uncharacterized protein LOC102593883 [Solanum tuberosum]
Novel02915,1078.883428,655.8191112,0.71817,0.0022233,0.046497,-//-,
Novel02934,586.1994209,965.1264961,-0.71933,0.0024076,0.04911,--,PREDICTED: putative uncharacterized protein DDB_G0272456-like [Solanum tuberosum]
Novel02988,596.2866249,989.2486298,-0.73033,0.0013074,0.032007,--,PREDICTED: regulatory protein NPR1-like [Solanum tuberosum]
Novel03005,1377.255301,2737.952497,-0.9913,0.00041629,0.013894,--,"PREDICTED: uncharacterized aarF domain-containing protein kinase At1g79600, chloroplastic-like [Solanum tuberosum]"
Novel03010,22.92163568,60.85317236,-1.4086,0.00045809,0.014945,--,PREDICTED: (-)-germacrene D synthase-like [Solanum tuberosum]
Novel03028,227.3286988,988.7160814,-2.1208,3.95E-15,5.60E-12,--,PREDICTED: protein SPA1-RELATED 3-like isoform X1 [Solanum tuberosum]
Novel03041,36.48951364,126.6063881,-1.7948,1.07E-07,1.70E-05,-//-,
Novel03054,400.846105,889.8328409,-1.1505,0.0011478,0.029113,--,PREDICTED: uncharacterized protein LOC102596782 [Solanum tuberosum]
Novel03066,130.9803416,244.7405034,-0.9019,0.0011266,0.028846,--,PREDICTED: probable mitochondrial adenine nucleotide transporter BTL3-like [Solanum tuberosum]
Novel03078,26.39670518,81.56292071,-1.6276,1.61E-05,0.0010708,--,PREDICTED: bipolar kinesin KRP-130-like isoform X6 [Solanum tuberosum]
Novel03101,4956.690899,2560.066754,0.9532,0.0001658,0.0070741,--,"PREDICTED: elongation factor 2-like, partial [Solanum tuberosum]"
Novel03114,51.55236376,186.3943983,-1.8542,1.35E-09,4.06E-07,--,PREDICTED: pleiotropic drug resistance protein 1-like [Solanum tuberosum]
Novel03156,15.86858328,46.93073878,-1.5644,0.0011684,0.0294,--,PREDICTED: uncharacterized protein LOC102603319 [Solanum tuberosum]
Novel03157,397.986447,672.8722765,-0.75761,0.0019795,0.042964,--,PREDICTED: RNA-binding protein 5-A-like isoform X6 [Solanum tuberosum]
Novel03176,3051.663047,1388.272807,1.1363,0.00080613,0.022834,--,PREDICTED: cellulose synthase-like protein G3-like [Solanum tuberosum]
Novel03210,63.05472968,146.7925967,-1.2191,0.00015713,0.0067971,-//-,
Novel03269,590.6040701,1226.685236,-1.0545,8.17E-06,0.00061862,--,"PREDICTED: uncharacterized aarF domain-containing protein kinase At4g31390, chloroplastic-like [Solanum tuberosum]"
Novel03279,9.047481776,36.40232616,-2.0084,0.00018437,0.0076772,--,PREDICTED: uncharacterized protein LOC104113334 [Nicotiana tomentosiformis]
Novel03326,283.199006,767.8799679,-1.4391,3.31E-05,0.0019705,--,"PREDICTED: pentatricopeptide repeat-containing protein At5g02830, chloroplastic-like [Solanum tuberosum]"
Novel03343,63.35352421,147.9005159,-1.2231,0.00020528,0.0082525,-//-,
Novel03362,7.501361974,41.83299008,-2.4794,6.78E-06,0.00053568,--,PREDICTED: uncharacterized protein LOC104087636 [Nicotiana tomentosiformis]
Novel03373,42.96068699,131.9290791,-1.6187,8.96E-07,0.00010317,--,PREDICTED: uncharacterized protein LOC104900868 [Beta vulgaris subsp. vulgaris]
