Tags,GO ID,GO Name,GO Category,FDR,P-Value,Nr Test,Nr Reference,Non Annot Test,Non Annot Reference
[OVER],GO:0043228,non-membrane-bounded organelle,CELLULAR_COMPONENT,1.58E-35,3.24E-38,197,1147,1125,21647
[OVER],GO:0043232,intracellular non-membrane-bounded organelle,CELLULAR_COMPONENT,1.58E-35,3.24E-38,197,1147,1125,21647
[OVER],GO:1901566,organonitrogen compound biosynthetic process,BIOLOGICAL_PROCESS,6.15E-35,1.33E-37,201,1201,1121,21593
[OVER],GO:0015935,small ribosomal subunit,CELLULAR_COMPONENT,2.29E-34,5.23E-37,55,66,1267,22728
[OVER],GO:0005737,cytoplasm,CELLULAR_COMPONENT,1.14E-20,2.74E-23,531,6194,791,16600
[OVER],GO:0003723,RNA binding,MOLECULAR_FUNCTION,1.60E-16,4.04E-19,142,1039,1180,21755
[OVER],GO:0044271,cellular nitrogen compound biosynthetic process,BIOLOGICAL_PROCESS,1.21E-15,3.20E-18,289,2947,1033,19847
[OVER],GO:0044267,cellular protein metabolic process,BIOLOGICAL_PROCESS,1.90E-15,5.27E-18,333,3577,989,19217
[OVER],GO:0032991,protein-containing complex,CELLULAR_COMPONENT,5.78E-15,1.67E-17,246,2399,1076,20395
[OVER],GO:0042273,ribosomal large subunit biogenesis,BIOLOGICAL_PROCESS,6.41E-15,1.93E-17,33,68,1289,22726
[OVER],GO:0042254,ribosome biogenesis,BIOLOGICAL_PROCESS,1.04E-14,3.25E-17,61,267,1261,22527
[OVER],GO:1901576,organic substance biosynthetic process,BIOLOGICAL_PROCESS,5.70E-14,1.85E-16,362,4093,960,18701
[OVER],GO:0009059,macromolecule biosynthetic process,BIOLOGICAL_PROCESS,1.66E-13,5.58E-16,286,3030,1036,19764
[OVER],GO:0009058,biosynthetic process,BIOLOGICAL_PROCESS,2.51E-13,8.75E-16,371,4271,951,18523
[OVER],GO:1901564,organonitrogen compound metabolic process,BIOLOGICAL_PROCESS,5.88E-13,2.12E-15,415,4959,907,17835
[OVER],GO:0042255,ribosome assembly,BIOLOGICAL_PROCESS,8.27E-13,3.09E-15,26,46,1296,22748
[OVER],GO:0022613,ribonucleoprotein complex biogenesis,BIOLOGICAL_PROCESS,8.37E-13,3.22E-15,67,354,1255,22440
[OVER],GO:0005622,intracellular anatomical structure,CELLULAR_COMPONENT,1.09E-12,4.33E-15,722,9945,600,12849
[OVER],GO:0034645,cellular macromolecule biosynthetic process,BIOLOGICAL_PROCESS,1.23E-12,5.05E-15,279,2988,1043,19806
[OVER],GO:0010467,gene expression,BIOLOGICAL_PROCESS,2.36E-12,9.92E-15,306,3391,1016,19403
[OVER],GO:0019538,protein metabolic process,BIOLOGICAL_PROCESS,4.23E-12,1.83E-14,348,4022,974,18772
[OVER],GO:0043229,intracellular organelle,CELLULAR_COMPONENT,5.62E-12,2.50E-14,623,8354,699,14440
[OVER],GO:0043226,organelle,CELLULAR_COMPONENT,7.19E-12,3.29E-14,623,8365,699,14429
[OVER],GO:0044249,cellular biosynthetic process,BIOLOGICAL_PROCESS,3.45E-11,1.62E-13,347,4075,975,18719
[OVER],GO:0070925,organelle assembly,BIOLOGICAL_PROCESS,1.41E-10,6.98E-13,33,107,1289,22687
[OVER],GO:0002181,cytoplasmic translation,BIOLOGICAL_PROCESS,1.41E-10,6.94E-13,28,74,1294,22720
[OVER],GO:0042274,ribosomal small subunit biogenesis,BIOLOGICAL_PROCESS,1.32E-09,6.69E-12,24,58,1298,22736
[OVER],GO:0034641,cellular nitrogen compound metabolic process,BIOLOGICAL_PROCESS,2.74E-09,1.42E-11,359,4407,963,18387
[OVER],GO:0008152,metabolic process,BIOLOGICAL_PROCESS,3.32E-09,1.76E-11,737,10565,585,12229
[OVER],GO:0071704,organic substance metabolic process,BIOLOGICAL_PROCESS,4.08E-09,2.21E-11,687,9721,635,13073
[OVER],GO:0044237,cellular metabolic process,BIOLOGICAL_PROCESS,1.37E-08,7.61E-11,653,9205,669,13589
[OVER],GO:0044238,primary metabolic process,BIOLOGICAL_PROCESS,2.37E-08,1.34E-10,649,9165,673,13629
[OVER],GO:0019843,rRNA binding,MOLECULAR_FUNCTION,8.70E-08,5.03E-10,26,89,1296,22705
[OVER],GO:0022618,ribonucleoprotein complex assembly,BIOLOGICAL_PROCESS,2.21E-07,1.30E-09,31,133,1291,22661
[OVER],GO:0044260,cellular macromolecule metabolic process,BIOLOGICAL_PROCESS,3.21E-07,1.93E-09,457,6140,865,16654
[OVER],GO:0071826,ribonucleoprotein complex subunit organization,BIOLOGICAL_PROCESS,3.92E-07,2.40E-09,31,137,1291,22657
[OVER],GO:0000028,ribosomal small subunit assembly,BIOLOGICAL_PROCESS,7.94E-07,4.97E-09,13,19,1309,22775
[OVER],GO:0044085,cellular component biogenesis,BIOLOGICAL_PROCESS,2.96E-06,1.89E-08,105,995,1217,21799
[OVER],GO:0006414,translational elongation,BIOLOGICAL_PROCESS,4.85E-06,3.15E-08,16,40,1306,22754
[OVER],GO:0006807,nitrogen compound metabolic process,BIOLOGICAL_PROCESS,1.00E-05,6.62E-08,558,7967,764,14827
[OVER],GO:0000470,maturation of LSU-rRNA,BIOLOGICAL_PROCESS,2.55E-05,1.72E-07,14,34,1308,22760
[OVER],GO:0006364,rRNA processing,BIOLOGICAL_PROCESS,9.88E-05,6.78E-07,33,202,1289,22592
[OVER],GO:0000027,ribosomal large subunit assembly,BIOLOGICAL_PROCESS,1.17E-04,8.15E-07,11,22,1311,22772
[OVER],GO:0016072,rRNA metabolic process,BIOLOGICAL_PROCESS,1.54E-04,1.10E-06,33,207,1289,22587
[OVER],GO:0043170,macromolecule metabolic process,BIOLOGICAL_PROCESS,2.85E-04,2.06E-06,519,7523,803,15271
[OVER],GO:0070180,large ribosomal subunit rRNA binding,MOLECULAR_FUNCTION,2.90E-04,2.13E-06,8,10,1314,22784
[OVER],GO:0009987,cellular process,BIOLOGICAL_PROCESS,4.33E-04,3.23E-06,812,12553,510,10241
[OVER],GO:0048511,rhythmic process,BIOLOGICAL_PROCESS,6.87E-04,5.21E-06,11,28,1311,22766
[OVER],GO:0008202,steroid metabolic process,BIOLOGICAL_PROCESS,7.05E-04,5.43E-06,20,97,1302,22697
[OVER],GO:0043531,ADP binding,MOLECULAR_FUNCTION,0.003466837,2.71E-05,47,410,1275,22384
[OVER],GO:0061809,"NAD+ nucleotidase, cyclic ADP-ribose generating",MOLECULAR_FUNCTION,0.003554672,2.91E-05,11,35,1311,22759
[OVER],GO:0003953,NAD+ nucleosidase activity,MOLECULAR_FUNCTION,0.003554672,2.91E-05,11,35,1311,22759
[OVER],GO:0050135,NAD(P)+ nucleosidase activity,MOLECULAR_FUNCTION,0.003554672,2.91E-05,11,35,1311,22759
[OVER],GO:0110165,cellular anatomical entity,CELLULAR_COMPONENT,0.004458615,3.70E-05,967,15490,355,7304
[OVER],GO:0016125,sterol metabolic process,BIOLOGICAL_PROCESS,0.004476275,3.77E-05,17,85,1305,22709
[OVER],GO:0006694,steroid biosynthetic process,BIOLOGICAL_PROCESS,0.004724106,4.04E-05,15,68,1307,22726
[OVER],GO:0030490,maturation of SSU-rRNA,BIOLOGICAL_PROCESS,0.004773751,4.14E-05,12,44,1310,22750
[OVER],GO:1901617,organic hydroxy compound biosynthetic process,BIOLOGICAL_PROCESS,0.008097428,7.11E-05,22,139,1300,22655
[OVER],GO:0007623,circadian rhythm,BIOLOGICAL_PROCESS,0.009304682,8.40E-05,9,26,1313,22768
[OVER],GO:0071949,FAD binding,MOLECULAR_FUNCTION,0.009304682,8.32E-05,13,56,1309,22738
[OVER],GO:0016126,sterol biosynthetic process,BIOLOGICAL_PROCESS,0.010643114,9.73E-05,11,41,1311,22753
[OVER],GO:1902626,assembly of large subunit precursor of preribosome,BIOLOGICAL_PROCESS,0.013310309,1.23E-04,4,2,1318,22792
[OVER],GO:0018298,protein-chromophore linkage,BIOLOGICAL_PROCESS,0.015930367,1.51E-04,13,60,1309,22734
[OVER],GO:0043021,ribonucleoprotein complex binding,MOLECULAR_FUNCTION,0.015930367,1.51E-04,13,60,1309,22734
[OVER],GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BIOLOGICAL_PROCESS,0.016932433,1.65E-04,7,16,1315,22778
[OVER],GO:0043933,protein-containing complex subunit organization,BIOLOGICAL_PROCESS,0.016932433,1.65E-04,55,549,1267,22245
[OVER],GO:0050896,response to stimulus,BIOLOGICAL_PROCESS,0.020275311,2.00E-04,218,2956,1104,19838
[OVER],GO:0009628,response to abiotic stimulus,BIOLOGICAL_PROCESS,0.022060411,2.20E-04,55,556,1267,22238
[OVER],GO:0009416,response to light stimulus,BIOLOGICAL_PROCESS,0.023002003,2.33E-04,29,231,1293,22563
[OVER],GO:1901615,organic hydroxy compound metabolic process,BIOLOGICAL_PROCESS,0.023735107,2.43E-04,32,267,1290,22527
[OVER],GO:1901363,heterocyclic compound binding,MOLECULAR_FUNCTION,0.029788848,3.08E-04,488,7361,834,15433
[OVER],GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",MOLECULAR_FUNCTION,0.030924865,3.24E-04,8,25,1314,22769
[OVER],GO:0097159,organic cyclic compound binding,MOLECULAR_FUNCTION,0.033726433,3.57E-04,488,7373,834,15421
[OVER],GO:0044877,protein-containing complex binding,MOLECULAR_FUNCTION,0.036361229,3.89E-04,23,170,1299,22624
[OVER],GO:0071840,cellular component organization or biogenesis,BIOLOGICAL_PROCESS,0.037058997,4.01E-04,169,2236,1153,20558
[OVER],GO:0006952,defense response,BIOLOGICAL_PROCESS,0.037980974,4.16E-04,71,791,1251,22003
[OVER],GO:0009607,response to biotic stimulus,BIOLOGICAL_PROCESS,0.039643753,4.39E-04,30,253,1292,22541
[OVER],GO:0046148,pigment biosynthetic process,BIOLOGICAL_PROCESS,0.044325075,4.96E-04,13,69,1309,22725
[OVER],GO:0010218,response to far red light,BIOLOGICAL_PROCESS,0.045316411,5.27E-04,4,4,1318,22790
[OVER],GO:0009314,response to radiation,BIOLOGICAL_PROCESS,0.045316411,5.24E-04,29,244,1293,22550
[OVER],GO:1905037,autophagosome organization,BIOLOGICAL_PROCESS,0.045316411,5.34E-04,6,14,1316,22780
[OVER],GO:0034719,SMN-Sm protein complex,CELLULAR_COMPONENT,0.045316411,5.27E-04,4,4,1318,22790
[OVER],GO:0000045,autophagosome assembly,BIOLOGICAL_PROCESS,0.045316411,5.34E-04,6,14,1316,22780
