,Gene_ID,Comparison,Gene_name
72,Cluster-67248.84245,Cv653,XP_011092623.1
73,Cluster-67248.55800,Cv653,XP_011085946.1
74,Cluster-67248.139003,Cv653,XP_011073618.1
75,Cluster-67248.128273,Cv653,XP_011072986.1
76,Cluster-67248.154099,Cv653,XP_011099223.1
77,Cluster-67248.4208,Cv653,XP_012462140.1
78,Cluster-67248.107809,Cv653,XP_011102181.1
79,Cluster-67248.18739,Cv653,XP_011097467.1
80,Cluster-67248.97002,Cv653,XP_011090085.1
81,Cluster-67248.82520,Cv653,XP_011075280.1
82,Cluster-7595.0,Cv653,XP_009113607.1
83,Cluster-34682.0,Cv653,XP_009138769.1
84,Cluster-67248.115151,Cv653,XP_011090133.1
85,Cluster-67248.97453,Cv653,XP_012831652.1
86,Cluster-67248.117440,Cv653,XP_011085468.1
87,Cluster-67248.75344,Cv653,XP_007131701.1
88,Cluster-67248.39221,Cv653,AFI72638.1
89,Cluster-67248.123409,Cv653,XP_011096143.1
90,Cluster-67248.29944,Cv653,HF679023.1
91,Cluster-67248.102048,Cv653,XP_011092767.1
92,Cluster-67248.90923,Cv653,XP_011082808.1
93,Cluster-67248.78704,Cv653,XP_011081726.1
94,Cluster-67248.142094,Cv653,XP_012842680.1
95,Cluster-67248.55802,Cv653,XP_011085946.1
96,Cluster-67248.101181,Cv653,XP_011089976.1
97,Cluster-67248.84167,Cv653,XP_011094232.1
98,Cluster-67248.85825,Cv653,XP_012849133.1
99,Cluster-67248.30494,Cv653,XP_012834677.1
100,Cluster-9143.0,Cv653,NM_003281.3
101,Cluster-67248.68108,Cv653,XP_011081892.1
102,Cluster-67248.117780,Cv653,XP_011079689.1
103,Cluster-67248.149503,Cv653,XP_011082948.1
104,Cluster-6227.0,Cv653,CDY52468.1
105,Cluster-67248.98385,Cv653,XP_012838271.1
106,Cluster-67248.147797,Cv653,XP_011080081.1
107,Cluster-21903.0,Cv653,CDY28754.1
108,Cluster-67248.172501,Cv653,XP_011098426.1
109,Cluster-67248.118166,Cv653,XP_011094185.1
110,Cluster-67248.133712,Cv653,XP_011098562.1
111,Cluster-67248.85225,Cv653,XR_847581.1
112,Cluster-67248.95858,Cv653,XP_011078439.1
113,Cluster-67248.65881,Cv653,XP_012841109.1
114,Cluster-67248.47429,Cv653,XP_011092919.1
115,Cluster-67248.96071,Cv653,XP_011072897.1
116,Cluster-67248.25091,Cv653,XP_011078928.1
117,Cluster-67248.98079,Cv653,XP_011081228.1
118,Cluster-67248.22719,Cv653,XP_012846138.1
119,Cluster-67248.126128,Cv653,XP_012455452.1
120,Cluster-67248.114906,Cv653,XP_011085625.1
121,Cluster-67248.124067,Cv653,-
122,Cluster-67248.44437,Cv653,AJD25184.1
123,Cluster-67248.110830,Cv653,XP_011092343.1
124,Cluster-67248.92568,Cv653,XP_011090976.1
125,Cluster-67248.166488,Cv653,XP_011099420.1
126,Cluster-67248.145457,Cv653,XP_011099129.1
127,Cluster-67248.121974,Cv653,XP_011071166.1
128,Cluster-67248.92208,Cv653,XP_011094843.1
129,Cluster-67248.113479,Cv653,XP_011088032.1
130,Cluster-67248.99044,Cv653,XP_011092655.1
131,Cluster-67248.68738,Cv653,XP_012830558.1
132,Cluster-67248.100616,Cv653,XP_011070403.1
133,Cluster-67248.25232,Cv653,XP_011094018.1
134,Cluster-29414.0,Cv653,XP_008608886.1
135,Cluster-67248.34464,Cv653,XP_011082168.1
136,Cluster-67248.174527,Cv653,XP_011073806.1
137,Cluster-67248.55128,Cv653,AFC36356.1
138,Cluster-67248.89076,Cv653,XP_011096156.1
139,Cluster-67248.120535,Cv653,AGS47792.1
140,Cluster-67248.80259,Cv653,XP_012834870.1
141,Cluster-67248.97742,Cv653,XP_011095559.1
142,Cluster-67248.75055,Cv653,XP_011083399.1
143,Cluster-67248.129896,Cv653,XP_012851178.1
144,Cluster-67248.55801,Cv653,XP_011085946.1
145,Cluster-67248.101419,Cv653,XP_012849677.1
146,Cluster-67248.145378,Cv653,-
147,Cluster-67248.106499,Cv653,XP_011100717.1
148,Cluster-67248.96714,Cv653,XP_006430603.1
149,Cluster-67248.93194,Cv653,XP_011083695.1
150,Cluster-67248.130547,Cv653,XP_011090575.1
151,Cluster-67248.100667,Cv653,XP_011070547.1
152,Cluster-67248.61356,Cv653,XP_011096650.1
153,Cluster-67248.148421,Cv653,XP_012838913.1
154,Cluster-67248.108515,Cv653,XP_011095120.1
155,Cluster-67248.83843,Cv653,XP_011081711.1
156,Cluster-67248.65027,Cv653,XP_011096196.1
157,Cluster-67248.97054,Cv653,XP_012848123.1
158,Cluster-67248.98511,Cv653,P13851.1
159,Cluster-67248.147119,Cv653,XP_012854528.1
160,Cluster-67248.4354,Cv653,AIF75332.1
161,Cluster-67248.158990,Cv653,XP_011080534.1
162,Cluster-67248.33940,Cv653,-
163,Cluster-67248.130546,Cv653,XP_011090575.1
164,Cluster-67248.88914,Cv653,EYU17856.1
165,Cluster-67248.41890,Cv653,XP_012849044.1
166,Cluster-42771.0,Cv653,XP_006341997.1
167,Cluster-67248.140271,Cv653,XP_011080988.1
168,Cluster-67248.103607,Cv653,XP_011099290.1
169,Cluster-67248.128133,Cv653,XP_011071810.1
170,Cluster-21194.2,Cv653,XP_009382840.1
171,Cluster-67248.46132,Cv653,XP_011085288.1
172,Cluster-67248.77198,Cv653,XP_011091282.1
173,Cluster-67248.98503,Cv653,CDY66768.1
174,Cluster-67248.155958,Cv653,XP_002455338.1
175,Cluster-67248.117442,Cv653,XP_011085468.1
176,Cluster-67248.55310,Cv653,XP_011086525.1
177,Cluster-67248.123899,Cv653,XP_011098244.1
178,Cluster-67248.96719,Cv653,NP_001267644.1
179,Cluster-67248.41609,Cv653,XP_007015750.1
180,Cluster-67248.95057,Cv653,XP_011101934.1
181,Cluster-67248.90443,Cv653,AIE89798.1
182,Cluster-67248.98959,Cv653,XP_011080223.1
183,Cluster-67248.65394,Cv653,XP_011096358.1
184,Cluster-67248.39226,Cv653,XP_011087302.1
185,Cluster-67248.25173,Cv111,AAL50565.1
186,Cluster-67248.114859,Cv111,XP_011084145.1
187,Cluster-67248.99613,Cv111,XP_012858332.1
188,Cluster-67248.121112,Cv111,XP_011088459.1
189,Cluster-67248.67315,Cv111,XP_011102221.1
190,Cluster-67248.115467,Cv111,XP_011091304.1
191,Cluster-67248.75476,Cv111,XP_012835251.1
192,Cluster-67248.80850,Cv111,-
193,Cluster-67248.115240,Cv111,XP_011097567.1
194,Cluster-67248.119870,Cv111,AJQ20610.1
195,Cluster-67248.137729,Cv111,XP_011074229.1
196,Cluster-67248.37854,Cv111,XP_009772245.1
197,Cluster-67248.106057,Cv111,XP_012850087.1
198,Cluster-67248.102822,Cv111,XP_011094690.1
199,Cluster-67248.68771,Cv111,XP_011094441.1
200,Cluster-67248.69836,Cv111,KDO53088.1
201,Cluster-67248.106340,Cv111,XP_007139240.1
202,Cluster-67248.111006,Cv111,XP_011095478.1
203,Cluster-67248.97664,Cv111,XP_011071733.1
204,Cluster-67248.101319,Cv111,XP_011079520.1
205,Cluster-67248.97566,Cv111,XP_011073379.1
206,Cluster-67248.133140,Cv111,XP_011081726.1
207,Cluster-67248.114082,Cv111,XP_011085379.1
208,Cluster-67248.120460,Cv111,XP_012848782.1
209,Cluster-67248.124956,Cv111,AJD25178.1
210,Cluster-67248.115960,Cv111,XP_012851188.1
211,Cluster-67248.88233,Cv111,XP_011097289.1
212,Cluster-67248.127520,Cv111,XP_011100313.1
213,Cluster-38634.0,Cv111,XP_011094308.1
214,Cluster-67248.73459,Cv111,XP_011071216.1
215,Cluster-67248.92937,Cv111,P49357.1
216,Cluster-67248.144983,Cv111,XP_011072682.1
217,Cluster-67248.83389,Cv111,XP_011090186.1
218,Cluster-67248.77810,Cv111,XP_011098015.1
219,Cluster-67248.109976,Cv111,XP_011082968.1
220,Cluster-67248.115849,Cv111,XP_011076219.1
221,Cluster-67248.54100,Cv111,XP_012856133.1
222,Cluster-67248.132818,Cv111,XP_011100255.1
223,Cluster-67248.82229,Cv111,XP_011090966.1
224,Cluster-67248.84071,Cv111,XP_012844166.1
225,Cluster-67248.146207,Cv111,XP_011084487.1
226,Cluster-67248.123875,Cv111,XP_012831215.1
227,Cluster-67248.131113,Cv111,AKA27921.1
228,Cluster-67248.104884,Cv111,EPS61550.1
229,Cluster-67248.145589,Cv111,XP_011093228.1
230,Cluster-67248.107824,Cv111,EYU21554.1
231,Cluster-71171.0,Cv111,HF679031.1
232,Cluster-67248.101158,Cv111,XP_011100362.1
233,Cluster-67248.97639,Cv111,XP_011082825.1
234,Cluster-67248.38271,Cv111,NP_066487.1
235,Cluster-67248.104243,Cv111,XP_012830349.1
236,Cluster-67248.65887,Cv111,XP_012841109.1
237,Cluster-67248.104385,Cv111,XP_011099715.1
238,Cluster-67248.96588,Cv111,XP_011087549.1
239,Cluster-73563.2,Cv111,XP_006593038.1
240,Cluster-67248.163091,Cv111,XP_011082829.1
241,Cluster-67248.92940,Cv111,AFK29285.1
242,Cluster-67248.105163,Cv111,XP_011074751.1
243,Cluster-67248.130404,Cv111,XP_012838933.1
244,Cluster-67248.105453,Cv111,XP_011090426.1
245,Cluster-67248.125838,Cv111,XP_011102160.1
246,Cluster-67248.94094,Cv111,XP_012841142.1
247,Cluster-67248.139756,Cv111,XP_011075415.1
248,Cluster-67248.130236,Cv111,XP_011092768.1
249,Cluster-67248.132612,Cv111,XP_011087190.1
250,Cluster-67248.104246,Cv111,XP_004247137.1
251,Cluster-67248.48130,Cv111,XP_011092225.1
252,Cluster-67248.84901,Cv111,XP_011095149.1
253,Cluster-67248.88871,Cv111,XP_011075230.1
254,Cluster-67248.123341,Cv111,XP_011099024.1
255,Cluster-67248.117096,Cv111,XP_012828735.1
256,Cluster-67248.79689,Cv111,XP_011094325.1
257,Cluster-67248.123018,Cv111,XP_011090445.1
258,Cluster-67248.80120,Cv111,XP_011090172.1
259,Cluster-67248.62498,Cv111,XP_011079717.1
260,Cluster-67248.114098,Cv111,XP_011088598.1
261,Cluster-67248.99365,Cv111,XP_011082825.1
262,Cluster-67248.115998,Cv111,XP_012856369.1
263,Cluster-67248.95596,Cv111,XP_012843113.1
264,Cluster-67248.116066,Cv111,AKA27874.1
265,Cluster-67248.116155,Cv111,XP_011079813.1
266,Cluster-67248.104084,Cv111,-
267,Cluster-67248.173471,Cv111,XP_011074249.1
268,Cluster-67248.90934,Cv111,XP_011094168.1
269,Cluster-67248.59433,Cv111,-
270,Cluster-11379.0,Cv111,XP_009149912.1
271,Cluster-67248.98139,Cv111,XP_011089738.1
272,Cluster-67248.75044,Cv111,EYU45804.1
273,Cluster-67248.71493,Cv111,XP_012851998.1
274,Cluster-12662.0,Cv111,CDY12903.1
275,Cluster-67248.5992,Cv111,XP_011099351.1
276,Cluster-67248.83783,Cv111,XP_011088515.1
277,Cluster-67248.157273,Cv111,AEZ55673.1
278,Cluster-67248.125209,Cv111,XP_012842351.1
279,Cluster-67248.92798,Cv111,XP_011101499.1
280,Cluster-67248.123223,Cv111,XP_011092289.1
281,Cluster-67248.106934,Cv111,XP_011098135.1
282,Cluster-67248.86831,Cv111,XP_011079923.1
283,Cluster-67248.80602,Cv111,XP_011095479.1
284,Cluster-67248.96582,Cv111,AAB39387.1
285,Cluster-67248.114585,Cv111,XP_012856795.1
286,Cluster-67248.100650,Cv111,XP_011090296.1
287,Cluster-67248.71505,Cv111,XP_012828302.1
288,Cluster-67248.106337,Cv111,XP_010030975.1
289,Cluster-67248.104088,Cv111,XP_011093093.1
290,Cluster-67248.115569,Cv111,XP_011081135.1
291,Cluster-67248.114681,Cv111,XP_011094459.1
292,Cluster-67248.88741,Cv111,XP_012841693.1
293,Cluster-67248.136753,Cv111,XP_011099473.1
294,Cluster-67248.99142,Cv111,XP_012845030.1
295,Cluster-67248.100538,Cv111,XP_011077750.1
296,Cluster-67248.95417,Cv111,XP_011076231.1
297,Cluster-67248.82719,Cv111,XM_011090114.1
298,Cluster-67248.51096,Cv111,XP_011078760.1
299,Cluster-67248.112916,Cv111,XP_011070909.1
300,Cluster-67248.85568,Cv111,XP_012828048.1
301,Cluster-67248.111638,Cv111,XP_011082634.1
302,Cluster-67248.125381,Cv111,XP_012852252.1
303,Cluster-67248.98903,Cv111,XP_011075414.1
304,Cluster-67248.6264,Cv111,XP_011076750.1
305,Cluster-67248.147948,Cv111,XP_011091387.1
306,Cluster-67248.104224,Cv111,XP_011101109.1
307,Cluster-67248.58784,Cv111,XP_011091322.1
308,Cluster-67248.96979,Cv111,EYU20078.1
309,Cluster-67248.108165,Cv111,XP_011090296.1
310,Cluster-67248.89733,Cv111,XP_011072752.1
311,Cluster-67248.121665,Cv111,XP_009783113.1
312,Cluster-67248.90898,Cv111,-
313,Cluster-67248.87982,Cv111,XP_011097296.1
314,Cluster-67248.106883,Cv111,XP_006425687.1
315,Cluster-67248.102789,Cv111,XP_011083679.1
316,Cluster-67248.84097,Cv111,EYU22085.1
317,Cluster-67248.135023,Cv111,XP_011087304.1
318,Cluster-67248.113187,Cv111,XP_011098545.1
319,Cluster-67248.152682,Cv111,XP_012848699.1
320,Cluster-67248.113369,Cv111,XP_011074228.1
321,Cluster-67248.80974,Cv111,AHL27585.1
322,Cluster-67248.123094,Cv111,XP_011090445.1
323,Cluster-73688.0,Cv111,XP_002901260.1
324,Cluster-67248.129917,Cv111,XP_011076102.1
325,Cluster-67248.124400,Cv111,XP_011089164.1
326,Cluster-67248.97793,Cv111,XP_011073495.1
327,Cluster-67248.76378,Cv111,XP_011094578.1
328,Cluster-67248.90087,Cv111,XP_011091304.1
329,Cluster-67248.107477,Cv111,XP_011073259.1
330,Cluster-67248.153054,Cv111,XP_011084374.1
331,Cluster-67248.69656,Cv111,XP_011099741.1
332,Cluster-67248.132235,Cv111,XP_011073453.1
333,Cluster-67248.74164,Cv111,XP_004247137.1
334,Cluster-67248.74241,Cv111,XP_011096937.1
335,Cluster-67248.139330,Cv111,EYU22224.1
336,Cluster-67248.99760,Cv111,XP_012830376.1
337,Cluster-67248.131711,Cv111,XP_011084908.1
338,Cluster-67248.127473,Cv111,XP_011074201.1
339,Cluster-67248.83303,Cv111,XP_011073023.1
340,Cluster-67248.121766,Cv111,XP_011079626.1
341,Cluster-67248.123207,Cv111,XP_011086491.1
342,Cluster-67248.76847,Cv111,XP_011072311.1
343,Cluster-67248.25931,Cv111,XP_011075994.1
344,Cluster-67248.107305,Cv111,XP_012836087.1
345,Cluster-67248.145874,Cv111,XP_012829739.1
346,Cluster-67248.5351,Cv111,XP_009141833.1
347,Cluster-67248.102222,Cv111,XP_011088839.1
348,Cluster-67248.105579,Cv111,XP_012857094.1
349,Cluster-67248.116848,Cv111,XP_011097582.1
350,Cluster-67248.43252,Cv111,XP_011072026.1
351,Cluster-67248.98740,Cv111,XP_012836576.1
352,Cluster-67248.95673,Cv111,XP_012849493.1
353,Cluster-67248.95310,Cv111,AAR09603.1
354,Cluster-67248.84302,Cv111,XP_012839179.1
355,Cluster-67248.104133,Cv111,XP_011087878.1
356,Cluster-67248.31901,Cv111,XP_011100916.1
357,Cluster-67248.99469,Cv111,XP_011092999.1
358,Cluster-67248.103625,Cv111,XP_011099835.1
359,Cluster-67248.129464,Cv111,XP_011090159.1
360,Cluster-67248.124160,Cv111,XP_011076937.1
361,Cluster-67248.131314,Cv111,XP_012830901.1
362,Cluster-67248.4121,Cv111,XP_009134472.1
363,Cluster-67248.107526,Cv111,XP_011078439.1
364,Cluster-67248.133784,Cv111,XP_011076379.1
365,Cluster-67248.88088,Cv111,AGT40332.1
366,Cluster-67248.89378,Cv111,XP_011097815.1
367,Cluster-67248.114133,Cv111,XP_011069664.1
368,Cluster-67248.145058,Cv111,XP_011070126.1
369,Cluster-67248.158168,Cv111,XP_011091175.1
370,Cluster-67248.107827,Cv111,AGW27193.1
371,Cluster-67248.115246,Cv111,XP_011083514.1
372,Cluster-67248.50537,Cv111,-
373,Cluster-67248.140657,Cv111,XP_012855821.1
374,Cluster-67248.128554,Cv111,XP_011084145.1
375,Cluster-67248.165565,Cv111,XP_011088320.1
376,Cluster-67248.39287,Cv111,XP_011096820.1
377,Cluster-67248.118176,Cv111,CDP10548.1
378,Cluster-67248.38272,Cv111,NM_009696.4
379,Cluster-67248.109875,Cv111,XP_011084184.1
380,Cluster-67248.84786,Cv111,XP_002283532.2
381,Cluster-67248.110957,Cv111,XP_011073424.1
382,Cluster-67248.100936,Cv111,XP_012856326.1
383,Cluster-67248.100027,Cv111,XP_011083394.1
384,Cluster-67248.69157,Cv111,XP_011079168.1
385,Cluster-67248.52261,Cv111,XP_011080186.1
386,Cluster-67248.28546,Cv111,XP_007205084.1
387,Cluster-67248.87839,Cv111,XP_011072141.1
388,Cluster-67248.96624,Cv111,XP_011086216.1
389,Cluster-67248.98620,Cv111,XP_011097299.1
390,Cluster-67248.108372,Cv111,XP_011086447.1
391,Cluster-67248.127009,Cv111,XP_011091359.1
392,Cluster-67248.94479,Cv111,XP_012857926.1
393,Cluster-67248.89699,Cv111,XP_011072273.1
394,Cluster-67248.94941,Cv111,XP_011074334.1
395,Cluster-67248.98741,Cv111,XP_012836576.1
396,Cluster-67248.108536,Cv111,XP_011083231.1
397,Cluster-67248.96888,Cv111,XP_011099415.1
398,Cluster-67248.96583,Cv111,AGJ70389.1
399,Cluster-67248.78919,Cv111,AIE89798.1
400,Cluster-67248.87437,Cv111,XP_006357450.1
401,Cluster-67248.135042,Cv111,XP_011086071.1
402,Cluster-67248.172037,Cv111,XP_011090429.1
403,Cluster-67248.112206,Cv111,BAA75514.1
404,Cluster-67248.145870,Cv111,XP_011080322.1
405,Cluster-67248.140445,Cv111,XP_011080889.1
406,Cluster-67248.87114,Cv111,XP_009773852.1
407,Cluster-67248.142193,Cv111,XP_011080683.1
408,Cluster-67248.163816,Cv111,XP_012854612.1
409,Cluster-67248.43841,Cv111,XP_011090976.1
410,Cluster-67248.41724,Cv111,XP_011091175.1
411,Cluster-12724.0,Cv111,ADI52861.1
412,Cluster-67248.111746,Cv111,XP_011091783.1
413,Cluster-67248.84604,Cv111,XP_011099187.1
414,Cluster-67248.97697,Cv111,XP_009758556.1
415,Cluster-67248.60330,Cv111,XP_011071261.1
416,Cluster-67248.115049,Cv111,XP_012858358.1
417,Cluster-67248.88401,Cv111,XP_011075092.1
418,Cluster-67248.118221,Cv111,XP_011100962.1
419,Cluster-67248.108528,Cv111,XP_011095119.1
420,Cluster-67248.110085,Cv111,XP_011095760.1
421,Cluster-67248.111492,Cv111,XP_011076595.1
422,Cluster-67248.98012,Cv111,XP_002272195.1
423,Cluster-67248.92672,Cv111,XP_010535587.1
424,Cluster-67248.102890,Cv111,XP_011092342.1
425,Cluster-67248.108047,Cv111,XP_012851669.1
426,Cluster-67248.110587,Cv111,XP_011087713.1
427,Cluster-67248.111775,Cv111,XP_011094992.1
428,Cluster-67248.36113,Cv111,XP_011099960.1
429,Cluster-67248.157720,Cv111,XP_011081850.1
430,Cluster-67248.67344,Cv111,XP_011083413.1
431,Cluster-67248.98319,Cv111,XP_011072679.1
432,Cluster-67248.125017,Cv111,XP_011091102.1
433,Cluster-67248.87315,Cv111,XP_011084277.1
434,Cluster-67248.118924,Cv111,XP_011094943.1
435,Cluster-5943.0,Cv111,BAJ33858.1
436,Cluster-67248.93520,Cv111,XP_011074900.1
437,Cluster-67248.82530,Cv111,XP_011073171.1
438,Cluster-67248.87698,Cv111,XP_012837002.1
439,Cluster-67248.78924,Cv111,XP_012843373.1
440,Cluster-67248.145860,Cv111,XP_011080322.1
441,Cluster-67248.157695,Cv111,XP_011091538.1
442,Cluster-67248.95931,Cv111,XP_011084203.1
443,Cluster-67248.150475,Cv111,XP_012839078.1
444,Cluster-67248.59311,Cv111,XP_011092883.1
445,Cluster-67248.33971,Cv111,XP_011069732.1
446,Cluster-67248.115724,Cv111,XP_011085407.1
447,Cluster-67248.66995,Cv111,AGN03856.1
448,Cluster-67248.131392,Cv111,XP_011090986.1
449,Cluster-67248.95894,Cv111,XP_009613928.1
450,Cluster-67245.0,Cv111,XP_005837516.1
451,Cluster-67248.140258,Cv111,XP_011100883.1
452,Cluster-67248.130621,Cv111,ABP57079.1
453,Cluster-67248.59436,Cv111,-
454,Cluster-67248.102416,Cv111,AHJ90431.1
455,Cluster-67248.121676,Cv111,XP_012834915.1
456,Cluster-67248.134515,Cv111,XP_011071789.1
457,Cluster-67248.98854,Cv111,XP_011087117.1
458,Cluster-8912.0,Cv111,XP_006417177.1
459,Cluster-67248.99423,Cv111,XP_012839179.1
460,Cluster-67248.77705,Cv111,XP_012849694.1
461,Cluster-67248.150048,Cv111,XP_012833800.1
462,Cluster-67248.112611,Cv111,XP_011099261.1
463,Cluster-67248.74132,Cv111,XP_012833752.1
464,Cluster-67248.104448,Cv111,XP_011093590.1
465,Cluster-67248.172499,Cv111,XP_011098426.1
466,Cluster-67248.62534,Cv111,XP_011073291.1
467,Cluster-67248.108390,Cv111,XP_004302715.1
468,Cluster-67248.100116,Cv111,XP_011091372.1
469,Cluster-67248.47681,Cv111,XP_011094064.1
470,Cluster-67248.107110,Cv111,XP_011070461.1
471,Cluster-67248.74601,Cv111,XP_011092619.1
472,Cluster-67248.86976,Cv111,XP_011071495.1
473,Cluster-67248.46306,Cv111,XP_011076096.1
474,Cluster-67248.112209,Cv111,XP_011074632.1
475,Cluster-67248.69949,Cv111,XP_012857780.1
476,Cluster-67248.24071,Cv111,XP_011069525.1
477,Cluster-67248.124071,Cv111,-
478,Cluster-67248.88475,Cv111,XP_011081722.1
479,Cluster-67248.98983,Cv111,ACN94267.1
480,Cluster-67248.89451,Cv111,-
481,Cluster-67248.102646,Cv111,XP_011098472.1
482,Cluster-67248.127310,Cv111,CDP00466.1
483,Cluster-67248.91349,Cv111,XP_011100883.1
484,Cluster-67248.101633,Cv111,XP_011072850.1
485,Cluster-67248.137924,Cv111,XP_012831937.1
486,Cluster-67248.115664,Cv111,XP_011073802.1
487,Cluster-67248.149667,Cv111,XP_011083647.1
488,Cluster-48148.2,Cv111,-
489,Cluster-67248.98441,Cv111,AAB63581.1
490,Cluster-67248.127163,Cv111,XP_002519936.1
491,Cluster-67248.107461,Cv111,XP_011095638.1
492,Cluster-67248.106136,Cv111,XP_011094192.1
493,Cluster-67248.85536,Cv111,XP_011087416.1
494,Cluster-67248.65593,Cv111,XP_012832307.1
495,Cluster-67248.115671,Cv111,XP_012839128.1
496,Cluster-67248.59762,Cv111,XP_002282850.1
497,Cluster-67248.96107,Cv111,XP_011099454.1
498,Cluster-67248.106889,Cv111,XM_011077665.1
499,Cluster-67248.131888,Cv111,XP_011085175.1
500,Cluster-67248.102050,Cv111,AEZ55670.1
501,Cluster-67248.158081,Cv111,XP_011082812.1
502,Cluster-67248.79535,Cv111,XP_011080791.1
503,Cluster-67248.70925,Cv111,XP_012832293.1
504,Cluster-67248.99822,Cv111,XP_004241690.1
505,Cluster-67248.122872,Cv111,XP_012853592.1
506,Cluster-67248.116057,Cv111,XP_011079326.1
507,Cluster-67248.96014,Cv111,XP_011088416.1
508,Cluster-71180.0,Cv111,EYU45421.1
509,Cluster-67248.68453,Cv111,XP_011075696.1
510,Cluster-67248.57733,Cv111,XP_011077080.1
511,Cluster-67248.112030,Cv111,XP_012851940.1
512,Cluster-67248.101971,Cv111,XP_011083695.1
513,Cluster-67248.110805,Cv111,XP_011098063.1
514,Cluster-67248.115826,Cv111,XP_011072089.1
515,Cluster-67248.92570,Cv111,XP_011079676.1
516,Cluster-67248.80348,Cv111,XP_011092553.1
517,Cluster-67248.163265,Cv111,XP_011087725.1
518,Cluster-67248.34753,Cv111,XP_011101250.1
519,Cluster-67248.99848,Cv111,ABB55890.1
520,Cluster-67248.113672,Cv111,XP_011099943.1
521,Cluster-67248.127864,Cv111,XP_011087731.1
522,Cluster-67248.103612,Cv111,XP_011081977.1
523,Cluster-67248.103909,Cv111,XP_011070064.1
524,Cluster-67248.82255,Cv111,XP_002273514.1
