Tags,GO ID,GO Name,GO Category,FDR,P-Value,Nr Test,Nr Reference,Non Annot Test,Non Annot Reference
[OVER],GO:0019318,hexose metabolic process,BIOLOGICAL_PROCESS,2.10E-04,5.98E-07,27,1175,848,115826
[OVER],GO:0033692,cellular polysaccharide biosynthetic process,BIOLOGICAL_PROCESS,2.10E-04,6.18E-07,16,450,859,116551
[OVER],GO:0009225,nucleotide-sugar metabolic process,BIOLOGICAL_PROCESS,2.35E-04,7.70E-07,13,297,862,116704
[OVER],GO:0046364,monosaccharide biosynthetic process,BIOLOGICAL_PROCESS,2.35E-04,8.48E-07,19,643,856,116358
[OVER],GO:0019319,hexose biosynthetic process,BIOLOGICAL_PROCESS,2.35E-04,8.29E-07,19,642,856,116359
[OVER],GO:0006094,gluconeogenesis,BIOLOGICAL_PROCESS,2.35E-04,8.29E-07,19,642,856,116359
[OVER],GO:0005996,monosaccharide metabolic process,BIOLOGICAL_PROCESS,3.03E-04,1.14E-06,27,1217,848,115784
[OVER],GO:0034637,cellular carbohydrate biosynthetic process,BIOLOGICAL_PROCESS,3.20E-04,1.26E-06,19,661,856,116340
[OVER],GO:0006757,ATP generation from ADP,BIOLOGICAL_PROCESS,5.84E-04,2.80E-06,16,508,859,116493
[OVER],GO:0046031,ADP metabolic process,BIOLOGICAL_PROCESS,5.84E-04,2.87E-06,16,509,859,116492
[OVER],GO:0006096,glycolytic process,BIOLOGICAL_PROCESS,5.84E-04,2.80E-06,16,508,859,116493
[OVER],GO:0009135,purine nucleoside diphosphate metabolic process,BIOLOGICAL_PROCESS,5.84E-04,2.87E-06,16,509,859,116492
[OVER],GO:0009179,purine ribonucleoside diphosphate metabolic process,BIOLOGICAL_PROCESS,5.84E-04,2.87E-06,16,509,859,116492
[OVER],GO:0009185,ribonucleoside diphosphate metabolic process,BIOLOGICAL_PROCESS,5.84E-04,2.87E-06,16,509,859,116492
[OVER],GO:0000271,polysaccharide biosynthetic process,BIOLOGICAL_PROCESS,6.59E-04,3.39E-06,16,516,859,116485
[OVER],GO:0009132,nucleoside diphosphate metabolic process,BIOLOGICAL_PROCESS,6.59E-04,3.45E-06,18,644,857,116357
[OVER],GO:0044042,glucan metabolic process,BIOLOGICAL_PROCESS,9.32E-04,5.19E-06,26,1246,849,115755
[OVER],GO:0006073,cellular glucan metabolic process,BIOLOGICAL_PROCESS,9.32E-04,5.19E-06,26,1246,849,115755
[OVER],GO:0005984,disaccharide metabolic process,BIOLOGICAL_PROCESS,0.001521558,8.72E-06,25,1206,850,115795
[OVER],GO:0004096,catalase activity,MOLECULAR_FUNCTION,0.001591215,1.02E-05,6,60,869,116941
[OVER],GO:0005982,starch metabolic process,BIOLOGICAL_PROCESS,0.001591215,1.07E-05,23,1066,852,115935
[OVER],GO:0005985,sucrose metabolic process,BIOLOGICAL_PROCESS,0.001591215,9.79E-06,23,1060,852,115941
[OVER],GO:0008194,UDP-glycosyltransferase activity,MOLECULAR_FUNCTION,0.001591215,1.05E-05,20,842,855,116159
[OVER],GO:0006165,nucleoside diphosphate phosphorylation,BIOLOGICAL_PROCESS,0.001591215,1.04E-05,16,566,859,116435
[OVER],GO:0046939,nucleotide phosphorylation,BIOLOGICAL_PROCESS,0.001591215,1.06E-05,16,567,859,116434
[OVER],GO:0016052,carbohydrate catabolic process,BIOLOGICAL_PROCESS,0.002323664,1.60E-05,18,724,857,116277
[OVER],GO:0006979,response to oxidative stress,BIOLOGICAL_PROCESS,0.003105445,2.19E-05,18,742,857,116259
[OVER],GO:0006739,NADP metabolic process,BIOLOGICAL_PROCESS,0.003361455,2.42E-05,18,748,857,116253
[OVER],GO:0004332,fructose-bisphosphate aldolase activity,MOLECULAR_FUNCTION,0.003382042,2.49E-05,6,71,869,116930
[OVER],GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",CELLULAR_COMPONENT,0.003448308,2.65E-05,7,108,868,116893
[OVER],GO:0016471,vacuolar proton-transporting V-type ATPase complex,CELLULAR_COMPONENT,0.003448308,2.65E-05,7,108,868,116893
[OVER],GO:0044264,cellular polysaccharide metabolic process,BIOLOGICAL_PROCESS,0.003668094,2.88E-05,26,1381,849,115620
[OVER],GO:0015976,carbon utilization,BIOLOGICAL_PROCESS,0.004193672,3.36E-05,13,428,862,116573
[OVER],GO:0006740,NADPH regeneration,BIOLOGICAL_PROCESS,0.004400744,3.67E-05,17,701,858,116300
[OVER],GO:0006098,pentose-phosphate shunt,BIOLOGICAL_PROCESS,0.004400744,3.67E-05,17,701,858,116300
[OVER],GO:0005976,polysaccharide metabolic process,BIOLOGICAL_PROCESS,0.004731647,4.03E-05,27,1494,848,115507
[OVER],GO:0055086,nucleobase-containing small molecule metabolic process,BIOLOGICAL_PROCESS,0.00511689,4.44E-05,59,4537,816,112464
[OVER],GO:0051156,glucose 6-phosphate metabolic process,BIOLOGICAL_PROCESS,0.005535941,4.89E-05,17,718,858,116283
[OVER],GO:0033180,"proton-transporting V-type ATPase, V1 domain",CELLULAR_COMPONENT,0.007457871,6.71E-05,7,126,868,116875
[OVER],GO:0043446,cellular alkane metabolic process,BIOLOGICAL_PROCESS,0.007797787,7.40E-05,9,225,866,116776
[OVER],GO:1901700,response to oxygen-containing compound,BIOLOGICAL_PROCESS,0.007797787,7.38E-05,11,338,864,116663
[OVER],GO:0015947,methane metabolic process,BIOLOGICAL_PROCESS,0.007797787,7.17E-05,9,224,866,116777
[OVER],GO:0006950,response to stress,BIOLOGICAL_PROCESS,0.008436961,8.15E-05,71,5898,804,111103
[OVER],GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION,0.009530424,9.36E-05,127,12167,748,104834
[OVER],GO:0005451,monovalent cation:proton antiporter activity,MOLECULAR_FUNCTION,0.010411867,1.04E-04,4,29,871,116972
[OVER],GO:0045300,acyl-[acyl-carrier-protein] desaturase activity,MOLECULAR_FUNCTION,0.011358448,1.17E-04,4,30,871,116971
[OVER],GO:0015491,cation:cation antiporter activity,MOLECULAR_FUNCTION,0.011358448,1.17E-04,4,30,871,116971
[OVER],GO:0009311,oligosaccharide metabolic process,BIOLOGICAL_PROCESS,0.017051058,1.81E-04,25,1465,850,115536
[OVER],GO:0006020,inositol metabolic process,BIOLOGICAL_PROCESS,0.017051058,1.81E-04,7,149,868,116852
[OVER],GO:0019693,ribose phosphate metabolic process,BIOLOGICAL_PROCESS,0.018369296,2.01E-04,26,1564,849,115437
[OVER],GO:0009259,ribonucleotide metabolic process,BIOLOGICAL_PROCESS,0.018369296,2.01E-04,26,1564,849,115437
[OVER],GO:0006090,pyruvate metabolic process,BIOLOGICAL_PROCESS,0.018712047,2.08E-04,18,892,857,116109
[OVER],GO:0033130,acetylcholine receptor binding,MOLECULAR_FUNCTION,0.02238216,2.56E-04,3,14,872,116987
[OVER],GO:0043495,protein-membrane adaptor activity,MOLECULAR_FUNCTION,0.02238216,2.56E-04,3,14,872,116987
[OVER],GO:0009150,purine ribonucleotide metabolic process,BIOLOGICAL_PROCESS,0.023028249,2.68E-04,25,1505,850,115496
[OVER],GO:0019637,organophosphate metabolic process,BIOLOGICAL_PROCESS,0.02378861,2.80E-04,52,4140,823,112861
[OVER],GO:0043436,oxoacid metabolic process,BIOLOGICAL_PROCESS,0.025449997,3.04E-04,82,7386,793,109615
[OVER],GO:0009415,response to water,BIOLOGICAL_PROCESS,0.028862384,3.50E-04,6,118,869,116883
[OVER],GO:0004743,pyruvate kinase activity,MOLECULAR_FUNCTION,0.030624709,3.79E-04,5,77,870,116924
[OVER],GO:0006082,organic acid metabolic process,BIOLOGICAL_PROCESS,0.030624709,3.81E-04,82,7442,793,109559
[OVER],GO:0006163,purine nucleotide metabolic process,BIOLOGICAL_PROCESS,0.030907891,3.90E-04,25,1545,850,115456
[OVER],GO:0016758,hexosyltransferase activity,MOLECULAR_FUNCTION,0.033407293,4.32E-04,28,1831,847,115170
[OVER],GO:0005774,vacuolar membrane,CELLULAR_COMPONENT,0.033407293,4.32E-04,7,173,868,116828
[OVER],GO:0006556,S-adenosylmethionine biosynthetic process,BIOLOGICAL_PROCESS,0.03563364,4.72E-04,5,81,870,116920
[OVER],GO:0004478,methionine adenosyltransferase activity,MOLECULAR_FUNCTION,0.03563364,4.72E-04,5,81,870,116920
[OVER],GO:0042126,nitrate metabolic process,BIOLOGICAL_PROCESS,0.036066107,4.90E-04,4,45,871,116956
[OVER],GO:0042128,nitrate assimilation,BIOLOGICAL_PROCESS,0.036066107,4.90E-04,4,45,871,116956
[OVER],GO:0120252,hydrocarbon metabolic process,BIOLOGICAL_PROCESS,0.0390886,5.37E-04,9,297,866,116704
[OVER],GO:2001057,reactive nitrogen species metabolic process,BIOLOGICAL_PROCESS,0.041053606,5.71E-04,4,47,871,116954
[OVER],GO:0004601,peroxidase activity,MOLECULAR_FUNCTION,0.042527712,5.99E-04,13,580,862,116421
[OVER],GO:0015716,organic phosphonate transport,BIOLOGICAL_PROCESS,0.045371274,6.46E-04,3,20,872,116981
[OVER],GO:0016832,aldehyde-lyase activity,MOLECULAR_FUNCTION,0.046152774,6.65E-04,6,134,869,116867
[OVER],GO:0006383,transcription by RNA polymerase III,BIOLOGICAL_PROCESS,0.0473667,6.90E-04,6,135,869,116866
